X,title,abstract,authors,Included,doi,ID
40,A web-based mindfulness stress management program in a corporate call center,"Objective: The objective of this study is to determine the effectiveness of an 8-week web-based, mindfulness stress management program (WSM) in a corporate call center and added benefit of group support. Methods: One hundred sixty-one participants were randomized to WSM, WSM with group support, WSM with group and expert clinical support, or wait-list control. Perceived stress, burnout, emotional and psychological well-being, mindfulness, and productivity were measured at baseline, weeks 8 and 16, and 1 year. Results: Online usage was low with participants favoring CD use and group practice. All active groups demonstrated significant reductions in perceived stress and increases in emotional and psychological well-being compared with control. Group support improved participation, engagement, and outcomes. Conclusion: A self-directed mindfulness program with group practice and support can provide an affordable, effective, and scalable workplace stress management solution. Engagement may also benefit from combining web-based and traditional CD delivery. Â© 2016 American College of Occupational and Environmental Medicine.","Allexandre D., Bernstein A.M., Walker E., Hunter J., Roizen M.F., Morledge T.J.",1,10..1097/JOM.0000000000000680,11
41,A Web-Based Mindfulness Stress Management Program in a Corporate Call Center: A Randomized Clinical Trial to Evaluate the Added Benefit of Onsite Group Support,"Objective:The objective of this study is to determine the effectiveness of an 8-week web-based, mindfulness stress management program (WSM) in a corporate call center and added benefit of group support.Methods:One hundred sixty-one participants were randomized to WSM, WSM with group support, WSM with group and expert clinical support, or wait-list control. Perceived stress, burnout, emotional and psychological well-being, mindfulness, and productivity were measured at baseline, weeks 8 and 16, and 1 year.Results:Online usage was low with participants favoring CD use and group practice. All active groups demonstrated significant reductions in perceived stress and increases in emotional and psychological well-being compared with control. Group support improved participation, engagement, and outcomes.Conclusion:A self-directed mindfulness program with group practice and support can provide an affordable, effective, and scalable workplace stress management solution. Engagement may also benefit from combining web-based and traditional CD delivery.","Allexandre, D; Bernstein, AM; Walker, E; Hunter, J; Roizen, MF; Morledge, TJ",1,10.1097/JOM.0000000000000680,12
42,Access to Health Programs at the Workplace and the Reduction of Work Presenteeism A Population-Based Cross-Sectional Study,"Objective: To examine access to health programs at workplace as a determinant of presenteeism among adults. Methods: Data source was a subsample of the 2009-2010 Canadian Community Health Survey. The outcome was self-reported reduced activities at work (presenteeism). The explanatory variable was self-reported access to a health program at workplace. Logistic regression was used to measure the association between outcome and explanatory variables adjusting for potential confounders. Results: Adjusting for sex, age, education, income, work stress, and chronic conditions, presenteeism was not associated with having access to a health program at workplace (adjusted odds ratio, 1.23; 95% confidence interval, 0.91 to 1.65). The odds of presenteeism were higher in workers who reported high work stress and those with chronic medical conditions. Conclusions: This study found that access to health programs at workplace is not significantly associated with a decline in presenteeism.","Bustillos, Arnaldo Sanchez; Ortiz Trigoso, Oswaldo",0,10.1097/JOM.0b013e3182a299e8,13
43,Bridging the Gap: Workplace Mental Health Research in Canada,"Over the past few decades, poor employee mental health has become one of Canada's most prevalent and costly occupational health issues. The recently released Canadian National Standard on Psychological Health and Safety is helping to broaden the corporate perspective of mental health and provide organisations with more systematic workplace mental health guidelines. We suggest that it is theoretically and practically important for researchers to continue to pursue the following four areas of occupational mental health research: 1) the development of theory; 2) the standardization of strategy development and evaluation; 3) the improvement of longitudinal research; 4) and the application of workplace mental health strategies in natural workplace settings.","Dimoff, Jennifer K.; Kelloway, E. Kevin",0,10.1037/a0034464,14
44,Physical activity dose-response effects on outcomes of depression and anxiety,"Purpose: The purpose of this study was to examine the scientific evidence for a dose-response relation of physical activity with depressive and anxiety disorders. Methods: Computer database searches of MEDLINE, PsychLit, and Internet and personal retrieval systems to locate population studies, randomized controlled trials (RCTs), observational studies, and consensus panel judgments were conducted. Results: Observational studies demonstrate that greater amounts of occupational and leisure time physical activity are generally associated with reduced symptoms of depression. Quasi-experimental studies show that light-, moderate-, and vigorous-intensify exercise can reduce symptoms of depression. However, no RCTs have varied frequency or duration of exercise and controlled for total energy expenditure in studies of depression or anxiety. Quasi-experimental and RCTs demonstrate that both resistance training and aerobic exercise can reduce symptoms of depression. Finally, the relation of exercise dose to changes in cardiorespiratory fitness is equivocal with some studies showing Chat fitness is associated with reduction of symptoms and others that have demonstrated reduction in symptoms without increases in fitness. Conclusion: All evidence for dose-response effects of physical activity and exercise come from B and C levels of evidence. There is little evidence for dose-response effects, though this is largely because of a lack of studies rather than a lack of evidence. A dose-response relation does, however, remain plausible.","Dunn, AL; Trivedi, MH; O'Neal, HA",0,10.1097/00005768-200106001-00027,15
45,The Effects of Workplace Occupational Mental Health and Related Activities on Psychological Distress Among Workers A Multilevel Cross-Sectional Analysis,"Objective: To investigate the association of workplace occupational mental health (OMH) and related activities with psychological distress of workers in Japan. Methods: A total of 121 workplaces and their 3540 workers were surveyed using questionnaires assessing selected workplace OM H activities, demographic characteristics, psychological distress, and psychosocial work environment of the workers. A multilevel analysis was conducted. Results: Promotion of communication correlated significantly and negatively with psychological distress among workers after adjusting for the covariates (P < 0.01). Occupational mental health activities correlated marginally significantly and negatively with psychological distress (P = 0.06). Their moderating effect for the worker-level association between psychosocial work environment and psychological distress was not significant. Conclusions: The findings suggest that promotion of communication in the workplace is associated with reduced psychological distress among workers. In addition, OMH activities may also be useful in reducing psychological distress.","Eguchi, Hisashi; Tsuda, Yoko; Tsukahara, Teruomi; Washizuka, Shinsuke; Kawakami, Norito; Nomiyama, Tetsuo",0,10.1097/JOM.0b013e31825107bb,16
46,Feasibility and preliminary outcomes of a yoga and mindfulness intervention for school teachers,"Many public school teachers face formidable challenges, including overcrowded classrooms, limited administrative resources, and high numbers of students with behavioral and emotional problems. Mindfulness-based strategies are a potentially promising means of reducing teachers' stress and enhancing their ability to handle job demands effectively. This pilot randomized study assessed the feasibility and preliminary outcomes of a 6-session yoga and mindfulness program for teachers developed by the Holistic Life Foundation, a local nonprofit organization. Seven urban public schools were randomly assigned either to receive the intervention or to a nointervention control condition. A volunteer sample of teachers within those schools participated in the study, with 21 teachers attending the intervention and 22 teachers in the control arm. Intervention feasibility was assessed by examining recruitment response and intervention attendance and by gathering qualitative feedback from intervention instructors and participants. Participants also completed self-report measures of stress and burnout at baseline and post-test to provide preliminary information about intervention effects. Findings suggest the intervention may be beneficial for some teachers, but our recruitment response also highlighted feasibility challenges. Recommendations are presented for enhancing program feasibility and for advancing research on the use of yoga and mindfulness with teachers. Â© 2014 The Clifford Beers Foundation.","Ancona M.R., Mendelson T.",1,10.1080/1754730X.2014.920135,17
47,Factors associated with non-participation and drop-out in a lifestyle intervention for workers with an elevated risk of cardiovascular disease,"Background: Non-response and drop-out are problems that are commonly encountered in health promotion trials. Understanding the health-related characteristics of non-participants and drop-outs and the reasons for non-participation and drop-out may be beneficial for future intervention trials.Methods: Male construction workers with an elevated risk of cardiovascular disease (CVD) were invited to participate in a lifestyle intervention study. In order to investigate the associations between participation and CVD risk factors, and drop-out and CVD risk factors, crude and multiple logistic regression analyses were performed. The reasons for non-participation and drop-out were assessed qualitatively.Results: 20% of the workers who were invited decided to participate; 8.6% of the participants dropped out before the first follow-up measurement. The main reasons for non-participation were 'no interest', 'current (para-)medical treatment', and 'feeling healthy', and for drop-out they were 'lack of motivation', 'current (para-)medical treatment', and 'disappointment'. Participants were 4.2 years older, had a higher blood pressure, higher total cholesterol, and lower HDL cholesterol than non-participants, and were more likely to report 'tiredness and/or stress' and 'chest pain and/or shortness of breath'. After adjusting for age, most risk factors were not significantly associated with participation. Drop-outs were 4.6 years younger than those who completed the study. The prevalence of smoking was higher among non-participants and drop-outs.Conclusion: Participants had a worse CVD risk profile than non-participants, mainly because of the difference in age. Non-participants and drop-outs were younger and more likely to be smokers. The main reasons for non-participation and drop-out were health-related. Investigators in the field of health promotion should be encouraged to share comparable information.","Groeneveld, Iris F.; Proper, Karin I.; van der Beek, Allard J.; Hildebrandt, Vincent H.; van Mechelen, Willem",0,10.1186/1479-5868-6-80,18
48,"When activation changes, what else changes? the relationship between change in patient activation measure (PAM) and employees' health status and health behaviors","Objective: To test whether changes in the patient activation measure (PAM) are related to changes in health status and healthy behaviors.Methods: Data for this secondary analysis were taken from a group-randomized, controlled trial comparing a traditional health promotion program for employees with an activated consumer program and a control program. The study population included 320 employees (with and without chronic disease) from two U.S. companies: a large, integrated health care system and a national airline. Survey and biometric data were collected in Spring 2005 (baseline) and Spring 2007 (follow-up).Results: Change in PAM was associated with changes in health behaviors at every level (1-4), especially at level 4. Changes related to overall risk score and many of its components: aerobic exercise, safety, cancer risk, stress and mental health. Other changes included frequency of eating breakfast and the likelihood of knowing about health plans and how they compare.Conclusion: Level 4 of patient activation is not an end-point. People are capable of continuing to make significant change within this level. Practice implications: Interventions should be designed to encourage movement from lower to higher levels of activation. Even people at the most activated level improve health behaviors. (C) 2012 Elsevier Ireland Ltd. All rights reserved.","Harvey, Lisa; Fowles, Jinnet Briggs; Xi, Min; Terry, Paul",0,10.1016/j.pec.2012.02.005,19
49,"The Effects of a Short-term Mindfulness Based Intervention on Self-reported Mindfulness, Decentering, Executive Attention, Psychological Health, and Coping Style: Examining Unique Mindfulness Effects and Mediators","The majority of mindfulness intervention studies do not include active control groups. To examine potential unique effects of mindfulness practice and to study the mechanism responsible for beneficial mental health effects associated with mindfulness-based interventions, the present study compared mindfulness meditation with an active control group in a randomised controlled trial. A short-term mindfulness-based intervention (n=046) was compared with both an active control group-relaxation training (n=040)and an inactive wait-list group (n=040) on self-reported mindfulness and decentering, executive attention, psychological well-being, anxiety, depression, and coping style, in an adult working population with no prior meditation experience. Analyses of covariance showed that the mindfulness group scored higher than the wait-list group on self-reported mindfulness and psychological well-being. However, no differences were found on decentering, anxiety, depression, executive attention, or coping style. Moreover, the study failed to distinguish any unique mindfulness effects since there were no differences between mindfulness and relaxation on any of the variables. Simple mediation analyses, using a bootstrap approach, revealed that decentering acted as a mediator between self-reported mindfulness and psychological well-being. The length of the intervention, the similarities between body scan exercises in MBI and relaxation, and the absence of decentering effects may partly explain the lack of distinct MBI effects, suggesting that MBIs aimed at increasing well-being and problem-focused coping whilst reducing psychological symptoms in a working population should be longer than merely 4 weeks and include more than seven sessions.","Josefsson, Torbjorn; Lindwall, Magnus; Broberg, Anders G.",0,10.1007/s12671-012-0142-1,20
50,"Nurses' experiences, expectations, and preferences for mind-body practices to reduce stress","Background: Most research on the impact of mind-body training does not ask about participants' baseline experience, expectations, or preferences for training. To better plan participant-centered mind-body intervention trials for nurses to reduce occupational stress, such descriptive information would be valuable.Methods: We conducted an anonymous email survey between April and June, 2010 of North American nurses interested in mind-body training to reduce stress. The e-survey included: demographic characteristics, health conditions and stress levels; experiences with mind-body practices; expected health benefits; training preferences; and willingness to participate in future randomized controlled trials.Results: Of the 342 respondents, 96% were women and 92% were Caucasian. Most (73%) reported one or more health conditions, notably anxiety (49%); back pain (41%); GI problems such as irritable bowel syndrome (34%); or depression (33%). Their median occupational stress level was 4 (0 = none; 5 = extreme stress). Nearly all (99%) reported already using one or more mind-body practices to reduce stress: intercessory prayer (86%), breath-focused meditation (49%), healing or therapeutic touch (39%), yoga/tai chi/qi gong (34%), or mindfulness-based meditation (18%). The greatest expected benefits were for greater spiritual well-being (56%); serenity, calm, or inner peace (54%); better mood (51%); more compassion (50%); or better sleep (42%). Most (65%) wanted additional training; convenience (74% essential or very important), was more important than the program's reputation (49%) or scientific evidence about effectiveness (32%) in program selection. Most (65%) were willing to participate in a randomized trial of mind-body training; among these, most were willing to collect salivary cortisol (60%), or serum biomarkers (53%) to assess the impact of training.Conclusions: Most nurses interested in mind-body training already engage in such practices. They have greater expectations about spiritual and emotional than physical benefits, but are willing to participate in studies and to collect biomarker data. Recruitment may depend more on convenience than a program's scientific basis or reputation. Knowledge of participants' baseline experiences, expectations, and preferences helps inform future training and research on mind-body approaches to reduce stress.","Kemper, Kathi; Bulla, Sally; Krueger, Deborah; Ott, Mary Jane; McCool, Jane A.; Gardiner, Paula",0,10.1186/1472-6882-11-26,21
51,Workplace mental health: developing an integrated intervention approach,"Background: Mental health problems are prevalent and costly in working populations. Workplace interventions to address common mental health problems have evolved relatively independently along three main threads or disciplinary traditions: medicine, public health, and psychology. In this Debate piece, we argue that these three threads need to be integrated to optimise the prevention of mental health problems in working populations.Discussion: To realise the greatest population mental health benefits, workplace mental health intervention needs to comprehensively 1) protect mental health by reducing work-related risk factors for mental health problems; 2) promote mental health by developing the positive aspects of work as well as worker strengths and positive capacities; and 3) address mental health problems among working people regardless of cause. We outline the evidence supporting such an integrated intervention approach and consider the research agenda and policy developments needed to move towards this goal, and propose the notion of integrated workplace mental health literacy.Summary: An integrated approach to workplace mental health combines the strengths of medicine, public health, and psychology, and has the potential to optimise both the prevention and management of mental health problems in the workplace.","LaMontagne, Anthony D.; Martin, Angela; Page, Kathryn M.; Reavley, Nicola J.; Noblet, Andrew J.; Milner, Allison J.; Keegel, Tessa; Smith, Peter M.",0,10.1186/1471-244X-14-131,22
52,"Occupational burnout, eating behavior, and weight among working women","Background: Eating behavior affects weight and thus the development of obesity. Studies on the effect of occupational burnout (exhaustive fatigue, cynicism, and lost occupational self-respect caused by chronic work stress) on eating behavior are lacking.Objective: The objective was to investigate associations between occupational burnout, eating behavior, and weight among working women.Design: A total of 230 working women participated in a randomized controlled intervention trial (Nuadu) that aimed at changing the health behaviors of those with health risks. We assessed eating behavior using the Three-Factor Eating Behavior Questionnaire 18 and burnout using the Bergen Burnout Indicator 15 at both baseline and 12 mo. Body weight and percentage body fat were also measured at baseline and at 12 mo. The intervention and control groups were combined and divided by burnout and weight-change variables.Results: Women experiencing burnout at baseline had significantly higher scores in emotional eating (EE; P = 0.002) and uncontrolled eating (UE; P = 0.001) than did those without burnout. A significant difference was found between the change in UE from baseline to 12 mo in those with and without burnout (P = 0.05). UE decreased significantly among those without burnout at baseline (P < 0.001).Conclusions: Those experiencing burnout may be more vulnerable to EE and TIE and have a hindered ability to make changes in their eating behavior. We recommend that burnout should be treated first and that burnout and eating behavior should be evaluated in obesity treatment. Am J Clin Nutr 2012;95:934-43.","Nevanpera, Nina J.; Hopsu, Leila; Kuosma, Eeva; Ukkola, Olavi; Uitti, Jukka; Laitinen, Jaana H.",0,10.3945/ajcn.111.014191,23
54,Developing a web-based stress management intervention for occupational support workers,"Background. Occupational support workers in the mental healthcare sector are exposed to considerable occupational stress and have little access to stress management facilities.Aims. This article describes the process behind creating a web-based stress management intervention (SMI) for occupational support workers in the mental healthcare sector.Method. Mixed methods were used to inform the content of the web-based SMI, following MRC strategy for designing interventions and PRIMA-EF guidelines for best practice in SMI design. We conducted a literature review to ascertain the content of interventions that had been shown to be successful in reducing stress in mental healthcare populations. In addition, we conducted focus groups in order to assess specific stressors that individuals in the occupational support sector deemed to be important.Results. The literature review showed that a variety of methods had been successful for reducing occupational stress in the mental healthcare sector including: Relaxation and Cognitive Behavioural Therapy techniques, and skills training in; time management, problem-solving and communication. Individuals in the focus groups identified both personal and organisational stressors to be addressed in the intervention.Conclusions. This intervention was developed with reference to a design strategy, using input from the target population.","Ridge, Mary; Wells, John; Denny, Margaret; Cunningham, Jennifer; Chalder, Trudie",0,10.3109/09638237.2011.556162,24
55,Counterbalancing misrepresentations of critical incident stress debriefing and critical incident stress management,"The July 2003 edition of the Australian Psychologist was dedicated to a state-of-the-art description of occupational stress and wellbeing. It contained an article on psychological debriefing by Devilly and Cotton (2003), that misrepresents many aspects of the current field of knowledge and practice of Critical Incident Stress Management (CISM) and Critical Incident Stress Debriefing (CISD). The authors inappropriately generalise from a few very flawed studies of single session, once-off, individual debriefings to CISM, which operates in the workplace. Allegations are made of unethical and bad practices without substantiation. This paper addresses these and other issues raised by the article. As well, it asserts the value, to both individuals and organisations, of properly run CISM programs and CISD interventions.","Robinson, R",0,10.1080/00050060410001660308,25
56,The Vital@Work Study. The systematic development of a lifestyle intervention to improve older workers' vitality and the design of a randomised controlled trial evaluating this intervention,"Background: A major contributor of early exit from work is a decline in health with increasing age. As healthy lifestyle choices contribute to better health outcomes, an intervention aimed at an improved lifestyle is considered a potentially effective tool to keep older workers healthy and vital, and thereby to prolong labour participation.Methods: Using the Intervention Mapping (IM) protocol, a lifestyle intervention was developed based on information obtained from 1) literature, 2) a short lifestyle questionnaire aimed at indentifying the lifestyle behaviours among the target group, and 3) focusgroup (FG) interviews among 36 older workers (aged 45(+) years) aimed at identifying: a) key determinants of lifestyle behaviour, b) a definition of vitality, and c) ideas about how vitality can be improved by lifestyle.The main lifestyle problems identified were: insufficient levels of physical activity and insufficient intake of fruit and vegetables. Using information from both literature and FG interviews, vitality consists of a mental and a physical component. The interviewees suggested to improve the mental component of vitality by means of relaxation exercises (e. g. yoga); physical vitality could be improved by aerobic endurance exercise and strength training.The lifestyle intervention (6 months) consists of three visits to a Personal Vitality Coach (PVC) combined with a Vitality Exercise Programme (VEP). The VEP consists of: 1) once a week a guided yoga group session aimed at relaxation exercises, 2) once a week a guided aerobic workout group session aimed at improving aerobic fitness and increasing muscle strength, and 3) older workers will be asked to perform once a week for at least 45 minutes vigorous physical activity without face-to-face instructions (e. g. fitness). Moreover, free fruit will be offered at the group sessions of the VEP. The lifestyle intervention will be evaluated in a RCT among older workers of two major academic hospitals in the Netherlands. At baseline, after 6 and 12 months, measurements (primary: lifestyle and vitality, and secondary: work-engagement and productivity) will take place.Discussion: The lifestyle programme is developed specifically tailored to the needs of the older workers and which is aimed at improving their vitality.","Strijk, Jorien E.; Proper, Karin I.; van der Beek, Allard J.; van Mechelen, Willem",0,10.1186/1471-2458-9-408,26
58,The role of physical activity and heart rate variability for the control of work related stress,"Physical activity (PA) and exercise are often used as tools to reduce stress and therefore the risk for developing cardiovascular diseases (CVD). Meanwhile, heart rate variability (H RV) has been utilized to assess both stress and PA or exercise influences. The objective of the present review was to examine the current literature in regards to workplace stress, PA/exercise and HRV to encourage further studies. We considered original articles from known databases (PubMed, ISI Web of Knowledge) over the last 10 years that examined these important factors. A total of seven studies were identified with workplace stress strongly associated with reduced HRV in workers. Longitudinal workplace PA interventions may provide a means to improve worker stress levels and potentially cardiovascular risk with mechanisms still to be clarified. Future studies are recommended to identify the impact of PA, exercise, and fitness on stress levels and HRV in workers and their subsequent influence on cardiovascular health.","Tonello, Lais; Rodrigues, Fabio B.; Souza, Jeniffer W. S.; Campbell, Carmen S. G.; Leicht, Anthony S.; Boullosa, Daniel A.",0,10.3389/fphys.2014.00067,27
59,Mindfulness-Based Interventions Reduce Psychological Distress in Working Adults: a Meta-Analysis of Intervention Studies,"The aim of this study was to assess the effectiveness of mindfulness-based interventions (MBIs) for reducing psychological distress in working adults. A comprehensive literature search of relevant databases included articles written in English published on December 2012. The meta-analysis included 19 controlled and uncontrolled intervention studies with a total of 1,139 participants. Analyses yielded medium-to-large mean effect sizes for the within-group (preâ€“post) comparison (Hedges's g = 0.68, 95Â % confidence interval (CI) [0.58, 0.78]) and for the between-group (Hedges's g = 0.68, 95Â % CI [0.48, 0.88]) comparison of MBI with an inactive control. Effectiveness was largely maintained at a median follow-up of 5Â weeks (Hedges's g = 0.60, 95Â % CI [0.46, 0.75]). Analyses based on subgroup comparisons suggested that brief versions of mindfulness-based stress reduction developed for organisational settings are equally effective as standard 8-week versions originally developed for clinical settings. However, there is little evidence to suggest that MBIs are more effective than other types of occupational stress management interventions, such as relaxation training and yoga, for reducing psychological distress in working adults. Overall, these findings support the use of MBIs in organisational settings for the reduction of psychological distress. Implications for practice and research are discussed. Â© 2013, Springer Science+Business Media New York.",Virgili M.,0,10.1007/s12671-013-0264-0,28
60,Mindfulness Interventions to Reduce Stress Among Nursing Personnel An Occupational Health Perspective,"Workplace stress within health care settings is rampant and predicted to increase in coming years. The profound effects of workplace stress on the health and safety of nursing personnel and the financial impact on organizations are well documented. Although organizational modification can reduce some sources of stress, several unique stress-producing factors inherent in the work of nursing personnel are immutable to such approaches. Mindfulness training, an evidence-based approach to increase situational awareness and positive responses to stressful situations, is an inexpensive strategy to reduce stress and improve the quality of nurses' work lives. Several approaches to training, such as mindfulness-based stress reduction, can be tailored to health care settings. Considerations for occupational health nurses in incorporating mindfulness training as an aspect of a comprehensive work site health promotion program for nursing and other hospital personnel are discussed.","Zeller, Janice M.; Levin, Pamela F.",0,10.3928/21650799-20130116-67,29
