X,title,abstract,authors,Included,doi,ID
14,Environmental education at summer nature camp,"Residential environmental education camps provide a setting that can result in beneficial changes in participants<e2><80><99> self-esteem, interpersonal relationships, and feelings of connection with the natural world, as well as stimulating greater interest in future low-impact recreation experiences in natural areas. When students learn how ecosystems function and about environmental action strategies that contribute to their maintenance, they develop more environmentally responsible behaviors. Wolf Creek Nature Camp is an environmental education program that integrates awareness of the natural environment, knowledge of environmental concepts and issues, and action on environmental problems. The 2-week program raises campers<e2><80><99> self-esteem; increases their interest in, and curiosity about, nature, and fosters outdoor skills. Enhanced self-esteem is a major influence on their desire to take further environmental action. <c2><a9> 1994 Taylor & Francis Group, LLC.","Dresner, M and Gill, M",0,10.1080/00958964.1994.9941956,11
16,Using satellite technology (global positioning system) to teach the spherical polar coordinate system,"Students discover the equivalence between plausible geographic variables (colatitude and longitude) of the Earth and less-familiar geometric variables (polar and azimuthal angles) of spherical polar coordinates by collecting and analysing positional data recorded during field exercises with a handheld global positioning system (GPS) receiver. This pedagogical approach to teaching spherical geometry, based on field experience rather than classroom theory, uses GPS technology to capture the curiosity of contemporary students, technical or otherwise, who might not normally find the topic of the spherical polar coordinate system comprehensible, relevant or interesting.","O'Brien, W P",0,10.1088/0143-0807/24/1/311,12
17,AN ESOTERIC PATH TO MODERNITY: RABBI JACOB EMDEN'S ALCHEMICAL QUEST,"This paper explores R. Jacob Emden's surprising quest for the knowledge of alchemy. This important eighteenth-century rabbinic leader searched for ancient books in the library of G<c3><b6>ttingen University, sought living experts and read original alchemical works in German. His sustained interest in alchemy reflects an historical phenomenon far deeper than his personal curiosity. By delving into his forgotten 1736 Igeret bikoret, comparing it to his other writings, and then contextualizing it within contemporary European medical discourse, I wish to use the quarrel between competing medical world views, so typical of the early modern era, to understand R. Jacob Emden's alternative, esoteric path to modernity and the specific ties it reveals between theology, law and medical practice. <c2><a9> 2013 Taylor & Francis.","Kahana, M",0,10.1080/14725886.2013.796154,13
18,"Staff-Child Interactions: A Vygotskian Perspective. Accreditation and Beyond Series, Volume I","Taking a Vygotskian perspective, this monograph focuses on the quality of interaction between children and staff in Australian child care and education programs. Aspects of quality interaction are presented through examples of interaction and through personal stories of staff analyzing their interactional patterns through video and audiotapes. Section 1, ""When Adult Talk is Quality Interaction,"" describes characteristics of quality interaction, focusing on the interaction's context, its temporal focus, children's level of interest, and the level of response required. Section 2, ""Establishing Common Knowledge,"" emphasizes seeking information from parents as a basis for interaction. Section 3, ""Listening to Children,"" highlights listening and responding to children and suggests using tape recording to analyze one's communication practices. Section 4, ""Positive Modelling,"" describes how one child care worker used a tape recording of his interactions to identify positive and negative statements, while section 5, ""Warm and Friendly Interactions,"" discusses using videotapes to analyze staff interactions with infants. Section 6, ""Children as Individuals,"" examines how a child-centered philosophy may obscure practices that promote highly gender-biased attitudes and behavior and how gender equity programs may counteract socialization of gendered behavior by children. Section 7, ""Staff Interact with Children to Stimulate Curiosity and Thinking,"" discusses scaffolding to interact with children in their zone of proximal development. Section 8, ""Socially Constructed Learning,"" lists characteristics of the staff role, the child role, and how learning is viewed. The conclusion section lists questions for self-analysis regarding staff interaction with young children. Contains 23 references. (KDFB)","Fleer, Marilyn and Australian Early Childhood Association  Watson., Inc.",0,,14
20,The child as researcher,"Discusses the positive aspects of children's curiosity in which a constructive search for knowledge and sexual inquisitiveness are inextricably interwoven. Based on a longitudinal study by another author and 2 clinical examples from her practice, the present author demonstrates that the child's drive for research works in the interest of defensive-creative coping with anxiety. In 1 example, a 4-yr-old boy's restless research activity unfolds through the S's urge to constantly find and/or create something new to fill the aching void left by a lost inner object. The other example, a detailed observation of a 10-yr-old girl, shows her developing sexual curiosity in the context of gender difference, sibling rivalry, and oedipal conflicts. (English abstract) (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Schacht, Lore",0,,15
21,``TO PUT IT SIMPLY'' - TEACHING THROUGH AND ABOUT SIMPLICITY,"In my talk, I will present the outline of an ESP (English for Specific Purposes) course for students of Information Design drawing upon John Maeda's book The Laws of Simplicity, illustrating how a text can be used in a threefold manner, as a source for information and ideas, as an example of language usage, and as the basis for developing and/or selecting teaching materials. The combination seems particularly attractive to future information designers, judging from the anonymous evaluations by students, who described the course as the best and most practically applicable English course they had taken so far. John Maeda's book The Laws of Simplicity suggests itself for an English course in Information Design as its author, a graphic designer and computer scientist, proposes ten laws for simplifying complex systems in business, life and product design. Not only is the subject matter of interest to students, it is also the unique correspondence of content and style of presentation that is appealing and also invites further investigation. My students were required to read the book and during lessons we discussed the content and the language used. Concerning the tasks I concentrated on oral work, vocabulary and grammar as well as autonomous learning by having students do research on certain questions. The exercises methodologically also vary between different teaching and learning styles. The variability in the approach is supposed to contrast with the topic of the course. I want to focus on the benefits the methodology I used offers for EFL (English as a Foreign Language) learning and teaching since the use of varying tuition methods fosters learner autonomy and motivation through interactivity and multimedia. Using subject-specific authentic texts clearly raised the learners' motivation which was further increased through fun in the activities, curiosity as the subject matter was of interest to students, multimedial learning material and social interaction. The learners were automatically involved in making choices and in modifying and adapting their goals which is typical of CLIL (Content and Language Integrated Learning) classrooms. This constructivist approach to learning where the learners are offered content dependent possibilities promote learner autonomy and therefore guarantee a better outcome.","Koenig, M",0,,16
22,Leaving the Land of Digital Natives,"Camilo Jimenez taught writing and literature at the prestigious Universidad Javeriana in Columbia for nine years until his resignation in December 2011, for reasons explained in this article. Having found that only three out of thirty of his students in his ""Assessment of Non-Fiction Texts"" course could successfully summarize a work in one paragraph with proper accents, submit it on time, and use a limited number of words that varied from one exercise to another, Jimenez became convinced that ""curiosity vanished from those twenty-something students of mine from the moment that Dr. Google began to answer everything immediately, right away."" He states his belief that these ""digital natives"" have lost the ability to concentrate, to be introspective, quiet... the ability to be alone. He made the decision to leave teaching because he felt he could no longer communicate with these digital natives. He did not understand their new interests, and did not believe he had found a way to show them what he considered essential to the craft of editing.","Jimenez, Camilo and Corral, Will H",0,,17
23,The Explorers Club: The Sky Is No Limit for Learning,"Notes the author was unprepared for the generativeness of a curriculum driven by students' interests and curiosity. Describes the implications for the ""Explorers Club,"" an activity in which her second-language-learning third and fourth graders generate lots of questions, pick the 6 best, and research answers to those questions at the library. (SG)","Mansukhani, Premlata",0,,18
24,CHALLENGE-BASED INSTRUCTION IN MEASUREMENTS AND INSTRUMENTATION,"This paper describes a newly developed Challenge-Based-Instruction (CBI) course for Measurements and Instrumentation (M&I) in mechanical engineering. This form of instruction relies on asking questions during lecture and is one of the best ways to incite curiosity among the students. This curiosity compels the students to find the answer to the question posed. The nature of the questions can propel them into a state of inquisitiveness and hence provide the instructor the right time and opportunity to present the course material. The CBI method of instruction thoroughly exploits this natural tendency with the goal of fostering committed and deeper learning rather than surface learning. For the M&I course, a series of challenge questions were developed. For example, the challenge question, ``How can you make a given paper glider glide the longest distance possible?'', can be used to introduce the concept of aerodynamic drag and hence lead to various ways in which aerodynamic drag can be quantified through pressure and velocity measurements. This challenge-question gives the instructor an opportunity to embed in the minds of students the importance and the concepts of pressure and velocity measurements. A series of such challenge-questions were developed for the various chapters in the syllabus of M&I. Several metrics were used to measure student learning including; homework, in-class-quizzes (both formative and summative), laboratory exercises, and midterm and final exams. The ``average performance scores'' of the students from two different semesters, one with the","Choutapalli, Isaac M and Freeman, Robert A and Park, Young-Gil",0,,19
26,Mexican men's view of vasectomy,"The present study explored the views of Mexican men concerning vasectomy. One hundred and five men who had not had a vasectomy were asked to complete the following phrase ""If you no longer wanted to have more children and a vasectomy was suggested, you would react with . . . or you would think . . . "" with at least five different answers. Participants then had to rank each of their answers according to how well they describe the participant's feelings in the hypothetical situation. The results were analyzed using the Natural Semantic Networks Technique. The most common words used by participants with a limited educational background were reject, followed by fear and anger, and they did not use any words that implied acceptance of vasectomy. In contrast, the most common words used by participants with higher education were curiosity, followed by acceptance and interest; however, they also used the words fear and insecurity. The most frequent attitudes reported by men with limited education were negative, whereas participants with a higher education reported more ambivalent attitudes. These findings are discussed in light of sociocultural features and could be helpful in designing reproductive health programs with more effective counseling to diminish negative views about vasectomy. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","Marvan, Maria Luisa and Ehrenzweig, Yamilet and Hernandez-Aguilera, Dianeth",0,http://dx.doi.org/10.1177/1557988316655743,20
27,Big five personality factors and travel curiosity: are they related?,"Despite propositions relating the Big Five Factors of personality and travel curiosity, empirical evidence is lacking. This study examined the relationship between these two constructs within tourism settings. A survey strategy was employed in data collection that yielded 360 usable questionnaires. Findings indicate openness to experience to have a significant positive influence on the interest-type travel curiosity, while neuroticism and agreeableness to have a significant positive impact on the deprivation-type travel curiosity. Extraversion and conscientiousness had no significant effects on either of the two types of curiosity. The study affirms the applicability of openness to experience, neuroticism, and agreeableness in relating to travel curiosity. Destination marketers can thus use travel curiosity in their marketing communications to cater to different personalities. <c2><a9> 2014 Taylor & Francis.","Jani, D",0,10.1080/13032917.2014.909366,21
31,"Engage, Investigate, and Report: Enhancing the Curriculum with Scientific Inquiry","Young children are called natural scientists for good reason. Even infants investigate their surroundings, using their senses to look, touch, smell, hear, and taste. As children discover objects and situations that are puzzling or intriguing--things that provoke their curiosity--they begin looking for ways to find answers, all in an effort to understand the world around them. This is the essence of the science inquiry process. Science inquiry refers to the diverse ways in which scientists study the natural world and propose explanations based on evidence gathered from their work. Early childhood is a critical period for science education, but only if educators use an approach that reflects young children's unique needs, interests, and abilities. While play and naturalistic investigations are important, it is equally important to discuss children's investigations to help them make sense of their observations and their thinking. The National Research Council (2005) recommends the use of an inquiry cycle of learning in science teaching to support the inquiry process. The science inquiry learning cycle can be a valuable tool for learning and may be instrumental in the development of long-term science literacy. This inquiry cycle approach includes five phases that support early childhood investigations. In this article, the author outlines the cycle using the example of an investigation of worms.","Blake, Sally",0,,22
32,Perceived parenting-style: Its central role in psychological adjustment and academic achievement of Argentinean students,"Parenting has been historically supported in cultural traditions. These customs used to rely on philosophical or religious values imparted generationally or by religious leaders. Recently the topic acquired a new scientific interest. This new found curiosity triggered a vast amount of studies on the subject. Since then, research on this matter has proliferated. Most of the questions aim to detect which parenting styles or practices function as protective factors of the individual's psychological adjustment or achievement in different areas - mostly educational ones. Which styles promote a better academic performance? Does perceived parenting relate to adaptive coping? How is parenting associated to social support? These are some examples of inquiries which are - with time - increasingly starting to get answers. This chapter discusses the effects of parenting on psychological well-being and academic achievement. (PsycINFO Database Record (c) 2019 APA, all rights reserved)","Liporace, Mercedes Fernandez and Iglesia, Guadalupe de la",0,http://dx.doi.org/10.1007/978-94-017-9035-2_4,23
33,Interest in Complex Novelty,"Complex novelty like new technologies can be exciting in terms of promising possibilities, but people might also feel that they do not exactly grasp its meaning or purpose. We argue that to become interested in complex novelty, it is key that people have a sense that they can cope with it. In three experiments we showed that people who have relatively high coping potential are more interested in complex novelty than people who have relatively low coping potential. Specifically, interest in complex novel products and inventions increased after increasing product-specific understanding (Experiments 1 and 2) and after inducing a more general state in which people can tolerate complex novelty (Experiment 3). Theoretical and practical implications are discussed.","Noordewier, Marret K and van Dijk, Eric",0,10.1080/01973533.2016.1153474,24
34,From Words to Stories,This pamphlet is designed to help parents help their children make the short but important step from language play to loving writing. The pamphlet discusses ways to: encourage children's curiosity and imaginative play; make reading an important part of family life; and respect children's interests in writing and reading. It also suggests imaginative ways to write for school and for fun. (RS),"National Endowment for the Arts  DC., Washington and Teachers and Writers Collaborative  NY., New York",0,,25
35,Review of Talking heads: The neuroscience of language,"Reviews the book, Talking Heads: The Neuroscience of Language by G. Denes (see record 2011-23177-000). The intersection of neuroscience and the study of language has produced the interdisciplinary field of neurolinguistics, which examines the language system as a biological system. This book seeks to summarize recent scholarship in this area. This book is best suited for linguists, experimental psychologists, neuropsychologists, and neuroscientists; but scholars of any discipline who are interested in language production and comprehension will find this book interesting. In the first chapter, Denes reviews the variety of positions and differences that would allow us to answer the two primary questions raised above, admitting that these questions cannot be currently resolved. In Chapter 2, Denes reviews the scholarly history (and scholarly interest) in the evolution of language. Chapter 3, ""The Anatomy of Language,"" provides a useful summary of the material before it. In this chapter, Denes explores the anatomo-clinical method and the presence of lesions and the work of Wernicke and others who studied language production as a result of different types of aphasia. The next seven chapters focus on aphasia, its types, and the remaining mysteries. The back matter of the book is devoted to an appendix of neuroanatomy, a very limited glossary, and an index. This book may be a useful reference for those situated more directly in the field of neurolinguistics but will not likely satisfy a general reader's curiosity about the field. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Keyton, Joann",0,http://dx.doi.org/10.1177/0261927X12446604,26
36,Experimental pedagogy in the kindergarten. (3d. ed.),"The volume is a study of the child, his development, and his capacity for adaptation between the ages of 3 and 6. This pedagogy is founded, not on simple affirmations, but on facts of observation, researches, investigations, and experiments. The principal questions treated are as follows: height, weight, eyesight, hearing, smell, muscular sense, language, observation, ideas of things, curiosity, interest, play, drawing, esthetic feeling, judgment, reason, attention, memory, testimony, and deceit. The following ideas were investigated: ideas of number, time, fear, anger, evil, the feeling of good or of evil, feelings of jealousy, fear, pity, justice, generosity, and the social feeling. There is no bibliography at the end of the work, but there are numerous references at the bottom of the pages. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Jonckheere, T",0,,27
37,"The Influence of Background Music on the Visitor Museum Experience: A Case Study of the Laiho Memorial Museum, Taiwan","The uses and functions of music within the museum environment are of both practical and theoretical interest. This article investigates the impact of background music on the museum visitor experience using information collected from 20 in-depth interviews with visitors to the Laiho Memorial Museum in Taiwan. Each participant heard either a piece of light music or a historical recording of a 1930s song while visiting Laiho's personal study exhibited in the museum. These two types of background music have comparable information loads, although they fit the exhibit to different degrees. Qualitative analysis of interview data indicates that background music played in museums has both emotional and cognitive influences on the visitor experience. This study showed that light music evoked warm and relaxed feelings in participants, whereas a 1930s song evoked feelings of nostalgia and curiosity to learn more about the song. The results are discussed in terms of the diverse needs, behaviors, and attitudes of museum visitors. <c2><a9> 2015, Copyright <c2><a9> Visitor Studies Association.","Chen, C.-L. and Tsai, C.-G.",0,10.1080/10645578.2015.1079098,28
38,RoboCup Junior: A Vehicle for S&T Education in Africa?,"One of the challenges of the 21st century is to prepare learners for the rising technological challenges in jobs and daily life. In order to be able to do so curiosity and motivation of the learners have to be stimulated. There exist initiatives such as the First Lego League or RoboCupJunior to spark interest in youngsters for science and technology. In a playful way, the children get into contact with technology and become more interested in these fields. In this paper we report on the experiences of the South African RoboCupJunior Rescue team AmaJukuJuku that participated in the 2010 RoboCupJunior in Singapore. From the first-hand experiences of this group of learners with a disadvantaged learning background, we show the positive effects and argue that such initiatives are helpful and important, particularly in the African context. We propose a scheme how such initiatives could be undertaken in the whole of Africa.","Ferrein, Alexander and Marais, Stephen and Potgieter, Anet and Steinbauer, Gerald",0,,29
43,How Does a Cowboy Make Money? Using Student Curiosities to Further Elementary School Inquiries,"This article explores examples of student-initiated inquiries (in Grades 1 and 5) and the opportunities and challenges with engaging in them. To explore these student-initiated inquiries, we use the ""C3 Framework"" Inquiry Arc (National Council for the Social Studies, 2013) and Harvey and Daniels's (2009) Small-Group Inquiry Model to describe the actions and interactions of two elementary school teachers and their students as they take student-initiated inquiries through various stages of the inquiry process. With each classroom example we include the challenges the teachers encountered and we make recommendations for inquiry-based instruction in elementary social studies.","Whitlock, Annie McMahon and Brugar, Kristy A",0,,30
44,Specific feelings,"The feelings are many and of many kinds, and they are intermingled almost inextricably. It would be difficult to make a complete list of them, and much more difficult to make a complete classification, if the list were made. The feelings are commonly divided into three classes: emotions, affections and desires. The emotions are simple feelings, as comfort, joy, etc. The affections are feelings that go out towards an object, as love, etc. The desires go out towards an object with the wish of possession, as a desire for food, money, etc. Each of these classes has its two poles, as they may be called; the emotions range from bliss, joy, happiness, down to sadness, sorrow, misery. The affections extend from profound love to the deepest hate; and the desires, from a passionate wish to possess, to a mortal aversion or dread. In each class, too, there is the feeling that results immediately from sense, and the higher feelings based on ideality, knowledge, or thought. After giving a more detailed analysis of affections, desires, passions, motives, and appetites, the author describes the work of the teacher to engage the sensibilities in learning. Some forms of sensibility that demand the teachers careful attention are: (1) love of self; (2) love of others; (3) love of country; and (4) love of beauty, truth, and right. It is the teacher's job to train the pupil's love. The author also considers the desire of society, the desire of power, the desire of approbation, and the emotions of curiosity, interest, admiration, reverence, sympathy, hope, and dread. No teacher should fail to recognize the grand principle of human nature: that the exhibition of any feeling is likely to awaken the same feeling in another. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","Hewett, Edwin C",0,http://dx.doi.org/10.1037/12997-015,31
45,Surveying the relationships between studentsâ€™ epistemic curiosity and their online academic help seeking behaviors in higher education,"This study initiated an attempt to explore the role of students<e2><80><99> epistemic curiosity, the desire to obtain intellectual information to fill the gaps in one<e2><80><99>s knowledge, in their online academic help seeking behaviors in higher education. There were 113 undergraduate and graduate students surveyed in this study. The results showed that the students had more experiences of searching information online and strong epistemic beliefs about seeking help when encountering academic challenges. It was also found that while the beliefs about perceived benefits from online academic help seeking might foster the students<e2><80><99> behaviors of information searching and formal query from teachers, their experiences of informal query from peers were significantly predicted by their perceptions of self-efficacy for seeking helps. There were strong significant relationships between the students<e2><80><99> I-type epistemic curiosity (stimulating intellectual interest) and their experiences of information searching. On the other hand, the students<e2><80><99> D-type epistemic curiosity (eliminating feelings of informational deprivation) was strongly related to their experiences of formal and informal query. Moreover, I-type epistemic curiosity may play a more important role in the students<e2><80><99> beliefs about online academic help seeking than D-type epistemic curiosity does. This study is still ongoing with larger sample for verifying the academic evidences. <c2><a9> 2019 International Conference on Computers in Education, Proceedings.All right reserved.","Cheng, K.-H.",0,,32
46,An interest in fame: Confirming the measurement and empirical conceptualization of fame interest,"The following paper introduces and develops the conceptualization of Fame Interest. Study 1 (N = 1,978), through the use of factor analysis techniques, introduces the Fame Interest Scale which comprises six dimensions of Fame Interest (intensity, vulnerability, celebrity life-style, drive, perceived suitability, and altruistic) with evidence for the reliability and validity of the scale. Study 2 (N = 376) examined the relationship between an interest in fame and measures of the five-factor model of personality, narcissism, self-esteem, curiosity, attachment style and perceived family, and peer and media influence. From this second study four findings emerge; (1) Fame Interest typified by a perceived suitability and intensity for a celebrity life-style was associated with perceived family, peer and media influence, (2) Fame Interest that arises from a vulnerability is a reflection of neuroticism, low self-esteem, and problematic attachments, (3) Fame Interest for altruistic reasons is associated with agreeableness, and (4) Fame Interest that reflects an overall drive is associated with conscientiousness. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","Maltby  John; ORCID: http://orcid.org/0000-0002-0621-9359, John A I - ORCID: http://orcid.org/Maltby",0,http://dx.doi.org/10.1348/000712609X466568,33
