key,title,abstract,keywords,authors,year,url,Included,ID
11,"What Animated Illustrations Conditions Can Improve Technical Document Comprehension in Young Students? Format, Signaling and Control of the Presentation","We study the comprehension of a multimedia technical document about gear functioning by young pupils. The research is focused on the effect of three factors on the construction of a mental model: illustration format (animated versus static) signaling cues (presence versus absence) learner-control of information delivery (three rhythms of presentation: speed, slow and self-controlled). The experimental procedure, conducted with 123 children, follows three phases: pre-test, individual passation of the lesson, comprehension test, delayed post-test. The goal of the pre-test is the evaluation of prior knowledge about gears, but also the control of spatial and verbal working memory aptitude and reading performance. The results show an effect of the animated format, of signaling cues and of the rhythm on the immediate comprehension test and delayed test. For the immediate comprehension test, these effects are different according to the kind of comprehension question (recall, transfer, explanation). These effects are maintained at the delayed post-test, for the self-controlled condition and for the pupils with low prior knowledge. The factor information delivery rhythm shows an effect for the delayed post-test. Our observation device of the behaviour of the child during the lesson was specially designed to explore the reading strategies between the medias. (Contains 4 figures, 5 tables and 3 notes.)",Animation; comprehension; Computer Uses in Education; Cues; Illustrations; Layout (Publications); Learner Controlled Instruction; Machine Tools; Memory; Multimedia Materials; Pretests Posttests; Prior Learning; reading comprehension; Reading strategies; Research Methodology; students; Technical Writing; Visual Aids,"Boucheix, Jean-Michel; Guignard, Helene",2005.0,,1,11
12,"Labette Community College, Parsons, Kansas. PLATO Evaluation Series","Labette Community College (LCC), Parsons, Kansas, a public comprehensive community college, received a 5-year Title III grant from the U.S. Department of Education to strengthen their academic programs through the implementation of computer-assisted basic skills instruction coupled with a comprehensive retention program. To study the progress being made toward Title III goals, LCC requested that PLATO conduct a preliminary evaluation of their use of the PLATO reading and writing curricula as a support for their basic writing and reading improvement classes. This report 1s an analysis of data from the fall 1999-spring 2000 academic year and fall 2000. Results of this preliminary evaluation reveal that the inclusion of computer assisted technology in the redesigned reading  and writing courses is an important component of students' success. Mandatory computer lab time was positively related to the students' success in Basic Writing I classes. With the Compass test used for pretest and posttest, students posted an average gain of nearly 56 points. Fourteen of the 19 students received passing scores on the posttest (74%). In Basic Writing II, in which computer study was optional, students posted an average gain of only 10.95 points, and the range of achievement gains was much wider. In Basic Reading I, which used PLATOs Advanced Reading Strategies and Reading for Information, students demonstrated a 46 point increase in pass rates when compared with data from fall 1999, a pass rate increase of 20% to 66%. LCC plans to incorporate PLATO software into its  mathematics curricula during fall 2001. (SLD)",Basic Skills; College Students; Community Colleges; computer software; Labette Community College KS; Mathematics Achievement; Reading Achievement; Remedial Instruction; Two Year Colleges,"Brush, Thomas; PLATO Learning, Inc., Bloomington, MN.",2001.0,,1,12
13,Optimal Experience and Reading Achievement in Virtual Environments among College Level Developmental Readers,"In this mixed methods study the potential for developmental readers to experience optimal experience (flow) within the multi-user virtual environment, ""Second Life,"" was examined. In an educational context, ""Second Life"" provided a space for constructivist learning, socialization, exploration, discovery and creativity. The communicative, social nature of virtual learning also allowed students to demonstrate cognitive and affective skills they had acquired through their utilization of social technologies. This applied, situated learning environment has great potential for generating situational interest, the springboard for motivation.    The purpose of this study was to determine. (a) the digital literacy skills of college-level developmental readers; (b) the differences in digital literacies between those college-level developmental reading students who used ""Second Life"" and those college- level developmental reading students who did not use ""Second Life""; (c) the relationships between optimal experience and reading achievement; (d) the behaviors exhibited by students that indicated the degree to which they were a digital native; and (e) the antecedents of flow as reported by college-level developmental reading students using ""Second Life.""    Participants were 80 students enrolled in developmental reading in the fall 2009 semester--38 participants comprised the control group, and 42 students comprised the experimental group. Research findings indicated that the participants were digitally literate. This digital literacy was demonstrated through reading activities in ""Second Life,"" where the optimal experience construct, enjoyment, led to increased reading achievement gains among the experimental group over the control group who did not use ""Second Life."" Developmental reading administrators and educators would be well-informed to capitalize on these unique learning environments with activities that require practice in collaboration, self-regulation, time management skills, and most importantly, critical reading skills.    [The dissertation citations contained here are published with the permission of ProQuest LLC. Further reproduction is prohibited without permission. Copies of dissertations may be obtained by Telephone (800) 1-800-521-0600. Web page: http://www.proquest.com/en-US/products/dissertations/individuals.shtml.]",Achievement Gains; College Students; Constructivism (Learning); Control Groups; Critical Reading; educational technology; Experimental Groups; Literacy; Program Effectiveness; Reading Achievement; Reading strategies; Time Management; Virtual Classrooms,"Burgess, Melissa L.",2010.0,,1,13
14,Effects of timing of formative feedback in computer‐assisted learning environments,"This study examines the effects of timing of corrective formative feedback on processing text information on question‐answering. Undergraduate students read an expository text and answered questions in two attempts. Students were randomly assigned to a no feedback, immediate feedback and delayed feedback conditions. Students in the feedback conditions received feedback on the correctness of their answer after the first attempt and were informed about the right answer after the second attempt. Students were prompted to restudy the text after failing in their first attempt. However, students in the no feedback condition were just prompted to search the text. All students were tested on question‐answering, corrective probability and a post‐test cued‐recall test. Results showed that: (a) feedback reduced the initial time reading the text; (b) feedback increased performance on question answering and cued‐recall; (c) delayed feedback produced no advantages over immediate feedback. Theoretical and practical implications of these results are discussed. (PsycInfo Database Record (c) 2021 APA, all rights reserved)",Automated Information Processing; College Students; Computer Assisted Instruction; corrective feedback; Cued Recall; Delayed Feedback; feedback timing; formative feedback; learning environment; Probability; question‐answering; Questioning; reading comprehension,"Candel, Carmen; Vidal‐Abarca, Eduardo; Cerdán, Raquel; Lippmann, Marie; Narciss, Susanne",2020.0,10.1111/jcal.12439,1,14
15,Impact of Question-Answering Tasks on Search Processes and Reading Comprehension,"This study examined the effect of (a) high- and low-level questions and (b) reading the text before the questions asked on performance, delayed text recall, and deep text comprehension, as well as on specific text-inspection patterns. Participants were 37 undergraduate students who answered either high- or low-level questions using the software Read&Answer to read and answer questions on the computer screen. Additionally, half of the sample read first a text and then answered the questions (reading-first condition), whereas the other half answered the questions without having read the text in advance (no-reading-first condition). All participants had the text available to search for the answer. Results indicated that high-level questions facilitated deep comprehension but not immediate performance or delayed recall of text, independently of the reading condition, and that high- and low-level questions differentially affected text-inspection patterns. (Contains 2 figures and 4 tables.)",Computer Assisted Instruction; computer software; Inspection; Questioning Techniques; reading comprehension; reading instruction; Reading Skills; Recall (Psychology); Undergraduate Students,"Cerdan, Raquel; Vidal-Abarca, Eduardo; Martinez, Tomas; Gilabert, Ramiro; Gil, Laura",2009.0,,1,15
16,Mobile-device-supported strategy for Chinese reading comprehension,"The work described in this paper explores the feasibility of using of a wireless handheld system (WHS) that supports the individual and co-operative reading activities of students and helps teachers implement reading strategy instruction in Chinese language classes. The experimental findings demonstrate that the WHS benefits students applying reading strategies and improves co-operative learning in relation to small reading groups. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",Chinese language classes; Computer Assisted Instruction; Computer Assisted Language Learning; Mobile Phones; mobile–device-supported strategy; reading comprehension; reading strategy; Teachers; Teaching Methods; wireless handheld system; Wireless Technologies,"Chang, Kuo-En; Lan, Yu-Ju; Chang, Chien-Mei; Sung, Yao-Ting",2010.0,10.1080/14703290903525853,1,16
17,Enhancing digital reading performance with a collaborative reading annotation system,"As children now spend considerable time reading electronic media, digital reading skills and good reading comprehension are essential. However, many studies agree that screen-based reading leads to shallow reading, short attention spans, and poor comprehension. Therefore, this work presents a collaborative reading annotation system with a reading annotation and interactive discussion scaffold (CRAS-RAIDS) for improving reading performance in collaborative digital reading environments. This study used a quasi-experimental design. Fifty-three Grade 5 students were recruited from two classes of an elementary school in Taoyuan County, Taiwan. One class was randomly designated the experimental group used the proposed CRAS-RAIDS support for collaborative reading. The other class was designated the control group and used the traditional paper-based reading annotation method and face-to-face discussions. The two groups were then compared in terms of reading attitude, reading comprehension, and use of reading strategy in an active reading context. Analytical results show that the experimental group significantly outperformed the control group in direct and explicit comprehension, inferential comprehension performance, and use of reading strategy. Moreover, the experimental group, but not the control group, had a significantly improved reading attitude in the total dimensions and in the behavioral and affective sub-dimensions. Additionally, the experimental group showed positive interest and high learning satisfaction. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",annotation systems; Collaborative Learning; collaborative reading; Computer Assisted Instruction; digital reading performance; Expert Systems; learning environment; Reading Ability; reading comprehension,"Chen, Chih-Ming; Chen, Fang-Ya",2014.0,10.1016/j.compedu.2014.04.010,1,17
18,A collaborative reading annotation system with formative assessment and feedback mechanisms to promote digital reading performance,"The collaborative reading annotation system (CRAS) has been proved its success in promoting reading performance in comparison with traditional paper-based reading. However, there is still lack of an effective formative assessment and feedback mechanisms in the CRAS, which can assist learners to promote their self-regulated learning and reflection. Therefore, this study uses C4.5 decision tree to develop a CRAS with formative assessment and feedback mechanisms (CRAS-FAFM) based on four considered social network indicators, which could forecast the learners with low reading comprehension and suggest them to interact with the learners who are predicted with high reading comprehension performance and infrequently interact in the digital reading activity in order to enhance their reading comprehension through interactive discussion. Accordingly, this study intends to discuss the effects of learners who use the CRAS-FAFM and CRAS without formative assessment and feedback mechanisms (CRAS-NFAFM) on reading comprehension performance and interactive discussion. A total of 55 students from two classes of a Taiwan’s primary school participated in the experiment. One class of students was randomly assigned as the experimental group using the CRAS-FAFM to support digital reading while the remaining class was randomly assigned as the control group using the CRAS-NFAFM. Analytical results show that the average prediction accuracy rate of the developed CRAS-FAFM in identifying the learners with low reading comprehension performance is as high as 68.33%. Moreover, compared to CRAS-NFAFM, the CRAS-FAFM provides remarkable benefits in promoting the reading comprehension performance and interactive discussion on the discussion level of comparison, discussion, and analysis, particularly for the learners with low prior knowledge. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",Cooperative/collaborative learning; evaluation methodologies; interactive learning environments; No terms assigned; teaching/learning strategies,"Chen, Chih-Ming; Chen, Liang-Chun; Horng, Wei-Jiun",2019.0,10.1080/10494820.2019.1636091,1,18
19,A web-based collaborative reading annotation system with gamification mechanisms to improve reading performance,"This study presents a web-based collaborative reading annotation system (WCRAS) with gamification mechanisms to motivate students' annotations behaviors and promote students' reading comprehension performance. The research participants were 55 fifth grade students from two classes of an elementary school in northeastern Taiwan. A quasi-experimental design was adopted to evaluate the effects of the experimental and control groups respectively using WCRAS with and without gamification mechanisms to support digital reading on students' annotation behaviors, collaborative interaction relationship, reading comprehension performance, and immersion experience. The results showed that the experimental group made significantly more annotations across almost all types of reading annotations and response annotations and had a significantly higher degree of immersive experience and social interaction than the control group. However, the difference in reading comprehension performance between the two groups has not been found. In addition, although the experimental group provided more amounts of high-quality annotations, the group did not generate more quantity of annotations related to reading comprehension aspects assessed by PIRLS. These research findings indicate that a gap between the promotion of the quantity and quality of participation and learning outcomes exists. This study is significant to address the need that designs the gamification mechanisms to encourage high-quality annotations that can effectively enhance students’ reading comprehension. To better associate game features and learning performance in the WCRAS with gamification mechanisms, future studies are suggested to promote both annotation quality and connection between reading achievement and gamification mechanisms. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",Academic Achievement Motivation; Collaborative Learning; Digital Game-Based Learning; digital reading; Elementary School Students; elementary schools; gamification mechanisms; motivation; Reading Ability; reading comprehension; reading performance; web-based collaborative reading annotation system,"Chen, Chih-Ming; Li, Ming-Chaun; Chen, Tze-Chun",2020.0,10.1016/j.compedu.2019.103697,1,19
20,Facilitating English-language reading performance by a digital reading annotation system with self-regulated learning mechanisms,"Since English has been an international language, how to enhance English levels of people by useful computer assisted learning forms or tools is a critical issue in non-English speaking countries. Past studies confirmed that reading articles with annotated contents enable knowledge sharing and improve the reading comprehension of learners. However, the self-regulated learning (SRL) ability of individual learners when reading learning materials and contributing annotations becomes a key factor affecting reading performance. Thus, this work proposes a SRL mechanism combined with a digital reading annotation system (DRAS) to enhance Grade 7 students to generate rich and high-quality annotations for promoting English-language reading performance. To evaluate the effectiveness of the proposed system, this work adopts a quasi-experimental design to assess an experimental group and control group learners who respectively use the proposed DRAS with and without the SLR mechanisms when reading English-language texts online. Compared with the control group learners, experimental results demonstrate that the reading comprehension and reading annotation abilities of the experimental group learners were significantly improved. Analytical results also confirm that gender differences in reading comprehension and annotation ability existed when using the proposed DRAS with and without the SRL mechanisms to read English-language texts online. Experimental results also show that significant differences existed in the reading comprehension and annotation abilities of learners with good and poor SRL abilities in the experimental group. Additionally, the reading annotation ability of learners in the experimental group was significantly correlated with reading comprehension. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",Computer Assisted Instruction; English language; gender differences; Human Sex Differences; Language; Reading Ability; reading comprehension; reading performance; self regulated learning; Self-Regulated Learning,"Chen, Chih-Ming; Wang, Jung-Ying; Chen, Yen-Chang",2014.0,,1,20
21,Development and evaluation of a novel e-book interface for scaffolding thinking context to learn from writing examples,"Effective reading strategies, including using graphic organizers, question answering, and considering story structures, can help students improve reading comprehension. However, these reading strategies are not fully supported by both printed books and e-books. Students who master these reading strategies can learn effectively. By contrast, students without effective reading strategies cannot grasp thinking contexts, which leads to unfavorable learning outcomes. This paper presents a novel e-book interface that features thinking maps and a question answering mechanism on the same page. The thinking maps and question answering mechanism can stimulate students to reflect on reading content, which in this study was college entrance exam compositions, and help students to more effectively understand the context of their reading content. After we developed our reading system, 61 participants were recruited for system evaluation. The results indicate that students in the treatment group acquired significantly more vocabulary and understood the story structure more competently than did students in the control group. Treatment group participants expressed that they were satisfied with the thinking maps and question answering mechanism. (PsycInfo Database Record (c) 2020 APA, all rights reserved)",e-book; Electronic Books; reading comprehension; reading strategy; students; Thinking; thinking context; thinking map,"Chen, Gwo-Dong; Chang, Chih-Kai; Wang, Chin-Yeh; Jian, Xiao-Lun",2018.0,10.1080/10494820.2018.1427113,1,21
