X,title,abstract,authors,Included,ID
265,Insomnia and suicide-related behaviors: A multi-study investigation of thwarted belongingness as a distinct explanatory factor,"Background: Insomnia is a robust correlate of suicidal ideation and behavior. Preliminary research has identified thwarted belongingness (c.f. social disconnection) as an explanatory link between insomnia and suicidal ideation. Objectives: This study replicates and extends previous findings using both cross-sectional and longitudinal designs in four demographically diverse samples. Additionally, the specificity of thwarted belongingness was evaluated by testing anxiety as a rival mediator. Method: Self-report measures of insomnia symptoms, thwarted belongingness, suicidal ideation and behavior, and anxiety were administered in four adult samples: 469 undergraduate students, 352 psychiatric outpatients, 858 firefighters, and 217 primary care patients. Results: More severe insomnia was associated with more severe thwarted belongingness and suicidality. Thwarted belongingness significantly accounted for the association between insomnia and suicidality, cross-sectionally and longitudinally, beyond anxiety. Notably, findings supported the specificity of thwarted belongingness: anxiety did not significantly mediate the association between insomnia and suicidality, and insomnia did not mediate the relation between thwarted belongingness and suicidality. Limitations: This study relied solely on self-report measures. Future studies incorporating objective sleep measurements are needed. Conclusion: Findings underscore the utility of assessing and addressing sleep disturbances and social disconnection to reduce suicide risk. (PsycINFO Database Record (c) 2017 APA, all rights reserved)Insomnia, Sleep disturbance, Thwarted belongingness, Suicidal ideation, Suicidal behavior, Anxiety, Attempted Suicide, Insomnia, Social Acceptance, Suicidal Ideation, Belonging, Anxiety","Chu, Carol; Hom, Melanie A.; Rogers, Megan L.; Stanley, Ian H.; Ringer-Moberg, Fallon B.; Podlogar, Matthew C.; Hirsch, Jameson K. & Joiner, Thomas E.",1,265
266,Non-suicidal self-injury and suicidal thoughts and behaviors: A study of the explanatory roles of the interpersonal theory variables among military service members and veterans,"Objective: Research has identified non-suicidal self-injury (NSSI) as a robust correlate of suicidal thoughts and behaviors; however, little is known regarding why these constructs may be related. Consistent with the interpersonal theory of suicide, this study investigated thwarted belongingness (TB), perceived burdensomeness (PB), and capability for suicide (CS) as explanatory links in the association between NSSI, ideation, and suicide attempt history. Method: Military service members and veterans (N = 973; agemean = 29.9 years, 78.8% male, 63.8% Caucasian/White) completed measures of lifetime NSSI and suicide attempts; current suicidal ideation; TB, PB, and CS; and related psychiatric symptoms. Bootstrap moderated mediation analyses were employed to examine whether (a) TB moderated the mediating effect of PB on NSSI and ideation, (b) PB moderated the mediating effect of TB on NSSI and ideation, and (c) CS moderated the mediating effect of TB and PB on NSSI and attempts. Results: TB)military, interpersonal theory of suicide, non-suicidal self-injury, suicidal ideation, suicide attempt, Attempted Suicide, Military Veterans, Self-Injurious Behavior, Suicidal Ideation, Belonging, Military Personnel, Theories, Interpersonal Relationships","Chu, Carol; Hom, Melanie A.; Stanley, Ian H.; Gai, Anna R.; Nock, Matthew K.; Gutierrez, Peter M. & Joiner, Thomas E.",1,266
267,Routinized assessment of suicide risk in clinical practice: An empirically informed update,"Objective: Empirically informed suicide risk assessment frameworks are useful in guiding the evaluation and treatment of individuals presenting with suicidal symptoms. Joiner et al. (1999) formulated one such framework, which has provided a concise heuristic for the assessment of suicide risk. The purpose of this review is to ensure compatibility of this suicide risk assessment framework with the growing literature on suicide-related behaviors. Methods: This review integrates recent literature on suicide risk factors and clinical applications into the existing model. Further, we present a review of risk factors not previously included in the Joiner et al. (1999) framework, such as the interpersonal theory of suicide variables of perceived burdensomeness, thwarted belongingness, and capability for suicide (Joiner, 2005; Van Orden et al., 2010) and acute symptoms of suicidality (i.e., agitation, irritability, weight loss, sleep disturbances, severe affective states, and social withdrawal). Results: These additional indicators of suicide risk further facilitate the classification of patients into standardized categories of suicide risk severity and the critical clinical decision making needed for the management of such risk. Conclusions: To increase the accessibility of empirically informed risk assessment protocols for suicide prevention and treatment, an updated suicide risk assessment form and decision tree are provided. (PsycINFO Database Record (c) 2016 APA, all rights reserved). (journal abstract)suicide risk assessment, standardized care, suicidal behavior, suicidal ideation, suicide, Decision Making, Suicide, Symptoms, Risk Assessment","Chu, Carol; Klein, Kelly M.; Buchmanâ€Schmitt, Jennifer M.; Hom, Melanie A.; Hagan, Christopher R. & Joiner, Thomas E.",0,267
268,"Pathways among sleep onset latency, relationship functioning, and negative affect differentiate patients with suicide attempt history from patients with suicidal ideation","Depression, anxiety, sleep disturbances and poor relationship functioning often co-occur with the confluence of these factors contributing to greater suicide risk. This study investigated whether the pathways between depression, anxiety, sleep disturbances, and relationship functioning differentiated patients with suicide attempt history from those with suicidal ideation history. Patients seeking partial hospital treatment for severe psychiatric symptoms (N = 180) completed interviews assessing psychiatric and suicidal symptom histories, and self-report measures of sleep behaviors, anxiety, depression, and relationship functioning. Multiple sleep behaviors were examined: duration, sleep onset latency, and bedtime. Bias-corrected bootstrap mediation and moderated mediation analyses with suicide attempt as the moderator were used to evaluate pathways between variables. Among patients with ideation and attempt history, (1) sleep onset latency significantly mediated the association between depression and relationship functioning and that between anxiety and relationship functioning; (2) relationship functioning significantly mediated the association between depression and sleep onset latency and that between anxiety and sleep onset latency. These pathways were not significant among patients with suicidal ideation only. No other sleep behaviors were related to study variables. The reciprocal relationship between disrupted sleep onset latency and poor relationship functioning was specifically linked to more severe psychiatric symptoms among acute patients with suicide attempt histories","Chu, Carol; Nota, Jacob A.; Silverman, Alexandra L.; Beard, Courtney; Björgvinsson, Thröstur",1,268
269,The interactive effects of the capability for suicide and major depressive episodes on suicidal behavior in a military sample,"Major depressive symptoms are associated with increased risk for suicidal ideation and behavior. Suicide is fearsome; as such, the interpersonal theory of suicide proposes that individuals who engage in suicidal behavior possess not only the desire to die, but also the acquired capability (AC) for suicide. This study examined whether major depressive episodes (MDEs) may be particularly relevant to suicidal behavior when considered in the context of AC. History of MDEs, AC, and suicide attempt history were examined in a large (n = 3377) sample of military members. Data were analyzed using hierarchical multiple regression. Results indicated that among individuals with high AC, the number of MDEs was significantly, positively associated with number of previous suicide attempts; MDEs were not significantly related to suicide attempt history among individuals with low AC. Findings held in the presence of robust covariates associated with suicidal behavior. Findings suggest that a history of MDEs alone may not indicate severe suicide risk--increased AC for suicide appears necessary for increased suicide risk. Implications for suicide treatment and prevention in military personnel are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved). (journal abstract)Military, Suicide, Major depressive episodes, Acquired capability for suicide, Major Depression, Military Personnel, Suicidal Ideation, Symptoms","Chu, Carol; Podlogar, Matthew C.; Hagan, Christopher R.; Buchman-Schmitt, Jennifer M.; Silva, Caroline; Chiurliza, Bruno; Hames, Jennifer L.; Stanley, Ian H.; Lim, Ingrid C. & Joiner, Thomas E.",0,269
270,Coping skills help explain how future-oriented adolescents accrue greater well-being over time,"Adolescents who endorse greater levels of future orientation report greater well-being over time, but we do not know the mechanism by which this happens. The present longitudinal study examined whether both adaptive as well as maladaptive coping strategies might explain how future orientation leads to ill-being and well-being over time in young New Zealanders. A sample of 1,774 preadolescents and early adolescents (51.9 % female) aged 10-15 years at Time 1 completed a self-report survey three times with 1 year intervals in between. Longitudinal mediation path models were constructed to determine whether and how maladaptive and adaptive coping strategies at Time 2 functioned as mediators between future orientation at Time 1 and ill-being and well-being at Time 3. Results showed that future orientation predicted lower maladaptive coping, which in turn predicted lower substance use and self-harming behavior. All three well-being outcomes (i.e., happiness with weight, vitality, and sleep) were consistently predicted by future orientation, and all three pathways were mediated by both lower maladaptive and higher adaptive coping strategies (with the exception of happiness with weight, which was mediated only by lower maladaptive coping). The results suggest that several pathways by which future orientation leads to greater well-being occurs through an increased use of adaptive coping, a decreased use of maladaptive coping, or both. (PsycINFO Database Record (c) 2015 APA, all rights reserved). (journal abstract)Future orientation, Coping, Well-being, Mediation, Adolescents, Adolescent Development, Coping Behavior, Future, Well Being","Chua, Li Wen; Milfont, Taciano L. & Jose, Paul E.",0,270
271,A rapid screening test for depression in junior high school children,"Background: Depression generates a remarkable disease burden. Early onset of depression in young people is associated with a poor prognosis. This has precipitated developing a screening instrument for early detection of depression in Taiwan adolescents.; Methods: We recruited 662 junior high school students who completed the Screening Test for Depression (STD) designed using diagnostic and statistical manual-IV diagnostic criteria of major depressive disorder for assessing depressive symptoms. The students were then interviewed by psychiatrists who used the Mini International Neuropsychiatric Interview-Kid to verify the validity of the soon-to-be-developed Rapid STD (RSTD). Multiple logistic regression analysis of the STD results was used to extract items for the RSTD.; Results: We extracted four items for the RSTD: insomnia or hypersomnia"" ""recurrent thoughts of death or recurrent suicidal ideation"" ""feelings of worthlessness or excessive or inappropriate guilt"" and ""psychomotor agitation or retardation"". Any two of the first three yielded the best-balanced algorithm for major depressive disorder which had a sensitivity of 75.0% specificity of 92.9% positive predictive value of 28.6% and negative predictive value of 99.0%. Any two of the four yielded the best-balanced algorithm for depressive disorders which had a sensitivity of 71.4% specificity of 92.0% the positive predictive value of 33.3% and the negative predictive value of 98.3%.; Conclusion: The RSTD a 4-item tool for junior high school children can be easily used to assess fluctuating risks of major depressive disorder and depressive disorders at any time.; Copyright Â© 2011. Published by Elsevier B.V.""Accession Number: 21872817. Language: English. Date Revised: 20151119. Date Created: 20110829. Date Completed: 20111229. Update Code: 20151204. Publication Type: Journal Article. Journal ID: 101174817. Publication Model: Print-Electronic. Cited Medium: Internet. NLM ISO Abbr: J Chin Med Assoc. Linking ISSN: 17264901. Subset: IM; Date of Electronic Publication: 2011 Jul 28. ; Original Imprints: Publication: Taipei, Taiwan : Chinese Medical Association, c2003-Depressive Disorder/*diagnosis, Depressive Disorder, Major/*diagnosis, Adolescent, Female, Humans, Logistic Models, Male, ROC Curve, Surveys and Questionnaires, Time Factors[Formatter not found: ResolvePDF] ","Chung, Ming-Shun; Chiu, Hsien-Jane; Sun, Wen-Jung; Lin, Chieh-Nan; Kuo, Chien-Cheng; Huang, Wei-Che; Chen, Ying-Sheue; Cheng, Hui-Ping & Chou, Pesus",0,271
272,"Association among depressive disorder, adjustment disorder, sleep disturbance, and suicidal ideation in Taiwanese adolescent","Introduction: The aim of this study is to investigate the association among depressive disorder, adjustment disorder, sleep disturbance, and suicidal ideation in Taiwanese adolescent.; Methods: We recruited 607 students (grades 5-9) to fill out the investigation of basic data and sleep disturbance. Psychiatrists then used the Mini International Neuropsychiatric Interview-Kid to interview these students to assess their suicidal ideation and psychiatric diagnosis. Multiple logistic regression with forward conditionals was used to find the risk factors for multivariate analysis.; Results: Female, age, depressive disorder, adjustment disorder, and poor sleep all contributed to adolescent suicidal ideation in univariate analysis. However, poor sleep became non-significant under the control of depressive disorder and adjustment disorder.; Discussion: We found that both depressive disorder and adjustment disorder play important roles in sleep and adolescent suicidal ideation. After controlling both depressive disorder and adjustment disorder, sleep disturbance was no longer a risk of adolescent suicidal ideation. We also confirm the indirect influence of sleep on suicidal ideation in adolescent.; Â© 2013 Wiley Publishing Asia Pty Ltd.Comorbidity*, Suicidal Ideation*, Adjustment Disorders/*epidemiology, Depressive Disorder/*epidemiology, Sleep Wake Disorders/*epidemiology, Adolescent, Child, Female, Humans, Male, Risk Factors, Taiwan/epidemiology, adjustment, adolescent suicide, depression, risk factor, sleep","Chung, Ming-Shun; Chiu, Hsien-Jane; Sun, Wen-Jung; Lin, Chieh-Nan; Kuo, Chien-Cheng; Huang, Wei-Che; Chen, Ying-Sheue; Cheng, Hui-Ping & Chou, Pesus",1,272
273,Risk of first-generation H(1)-antihistamines: a GA(2)LEN position paper,"Background: First-generation H(1)-antihistamines obtained without prescription are the most frequent form of self-medication for allergic diseases, coughs and colds and insomnia even though they have potentially dangerous unwanted effects which are not recognized by the general public.; Aims: To increase consumer protection by bringing to the attention of regulatory authorities, physicians and the general public the potential dangers of the indiscriminate use first-generation H(1)-antihistamines purchased over-the counter in the absence of appropriate medical supervision.; Methods: A GA(2)LEN (Global Allergy and Asthma European Network) task force assessed the unwanted side-effects and potential dangers of first-generation H1-antihistamines by reviewing the literature (Medline and Embase) and performing a media audit of US coverage from 1996 to 2008 of accidents and fatal adverse events in which these drugs were implicated.; Results: First-generation H(1)-antihistamines, all of which are sedating, are generally regarded as safe by laypersons and healthcare professionals because of their long-standing use. However, they reduce rapid eye movement (REM)-sleep, impair learning and reduce work efficiency. They are implicated in civil aviation, motor vehicle and boating accidents, deaths as a result of accidental or intentional overdosing in infants and young children and suicide in teenagers and adults. Some exhibit cardiotoxicity in overdose.; Conclusions: This review raises the issue of better consumer protection by recommending that older first-generation H(1)-antihistamines should no longer be available over-the-counter as prescription- free drugs for self-medication of allergic and other diseases now that newer second- generation nonsedating H(1)-antihistamines with superior risk/benefit ratios are widely available at competitive prices.;Histamine H1 Antagonists/*adverse effects, Nonprescription Drugs/*adverse effects, Brain/drug effects, Cognition/drug effects, Drug Approval/legislation & jurisprudence, Humans, Hypersensitivity/drug therapy, United States","Church, M K; Maurer, M; Simons, F E R; Bindslev-Jensen, C; van Cauwenberge, P; Bousquet, J; Holgate, S T & Zuberbier, T",0,273
274,Young people: Understanding the links between satisfaction with services and their health outcomes in primary care,"Comments on an article by A. A. Yassaee et al. (see record [rid]2017-13591-005[/rid]). Yassaee et al. report the findings from a large school-based cross-sectional survey of young people aged between 11 and 15 years in England in 2014. This was part of the larger international World Health Organization Health Behaviors of School-Aged Children study but included additional questions relevant to individual national health care services. The results reported in this article are based on four questions about patient experience in relation to the respondentâ€™s last GP visit (feeling respected, feeling at ease, satisfied with explanations, and feeling able to talk about personal things) and five questions about health concerns (headaches, sleep disturbance, low mood, self-harm, and overall health status). The study population was based on a random sample of school attenders in accordance with the overall study protocol and is therefore likely to be relatively representative of the general population. The authors found that approximately 80% of young people had consulted their GP within the previous 12 months and, of those who did, the majority reported a positive experience. While Yassaee et al. propose future population based surveys that include more variables to allow further understanding of the trends and associations identified, there is also an urgent need for in-depth exploration of the young person-clinician encounter. (PsycINFO Database Record (c) 2019 APA, all rights reserved)Adolescent, GP, Patient experience, Primary care, Student, Health measures, Adolescent, England, Humans, Patient Satisfaction, Personal Satisfaction, Primary Health Care, Health Behavior, Health Care Services, Primary Health Care, Adolescent Characteristics, Health Outcomes","Churchill, Richard D.",0,274
275,The complex role of sleep in adolescent depression,"Unipolar depression is one of the most common disorders in adolescence, with point prevalence estimated at 3% to 8%, and episodes typically last 6 to 8 months. It has a chronic, episodic course marked by frequent recurrence and considerable impairment. An estimated 20% of adolescents will have had a depressive episode by age 18, with as many as 75% experiencing a second episode within 5 years. Depression is associated with substantial impairment in school, interpersonal relationships, and occupational adjustment; tobacco and substance abuse; suicide attempts; and a 30-fold increased risk of completed suicide. Given the unsatisfactory outcomes of conventional treatments for youth depression, various strategies are being pursued to improve outcomes (eg, improving the adherence-fidelity-duration of existing depression treatments; developing novel depression treatments; combining multiple depression-focused treatments--eg, antidepressants and cognitive behavioral therapy [CBT]). Here, we describe the reason we are pursuing another strategy: we hypothesize that the concurrent treatment of depression and insomnia in depressed youth will improve both sleep and depression outcomes, even beyond the effects of traditional depression treatment. We next review the specific evidence pointing to the promise of this program of research. Our current work is focusing on youth insomnia rather than the broad span of all sleep disorder in youth (eg, delayed sleep phase syndrome [DSPS] and hypersomnia). Our rationale is 2-fold. This line of research is also motivated by the research priorities developed at the National Institutes of Health state-of-the-science conference on insomnia--that insomnia is not just a symptom or byproduct of depression but rather, in many patients, insomnia contributes to depression onset and/or maintenance, complicates and attenuates the effectiveness of depression treatment, and is the most common residual symptom when depression is incompletely remitted. In this discussion, we had 2 related goals. First, it is clear that insomnia is a significant problem in adolescence. Successful treatment of insomnia is an important goal in its own right. Overall, our approach is also consistent with the primary prevention of secondary disorders model advocated by several researchers in other clinical contexts and specifically in the case of insomnia and mood disorder. (PsycINFO Database Record (c) 2012 APA, all rights reserved)adolescent depression, sleep, insomnia, cognitive behavioral therapy, antidepressant drugs, drug therapy, Cognitive Behavior Therapy, Drug Therapy, Insomnia, Major Depression, Sleep, Antidepressant Drugs","Clarke, Greg & Harvey, Allison G.",0,275
276,Pediatric pharmacoepidemiology - safety and effectiveness of medicines for ADHD,"Introduction: Attention-deficit hyperactivity disorder (ADHD) is a common neurobehavioral disorder in children and adolescents that comprises core symptoms of developmentally inappropriate levels of inattention and/or hyperactivity and impulsivity. Stimulant (methylphenidate, amphetamines) and non stimulant (atomoxetine, clonidine and guanfacine) are the treatment usually prescribed for ADHD. Area covered: This review covers the safety of ADHD medications in children and adolescents. MEDLINE, EMBASE and PsycINFO databases were searched with the aim to retrieve prospective studies that monitored the incidence of adverse events (AEs) in children receiving drug therapy for ADHD. Many of the studies investigated the risk of specific AEs. In particular, the cardiovascular safety, the impact on growth and on sleep pattern, the risk of substance use disorders and of suicidal ideation are among the topics more studied. Expert opinion: Effective drugs for ADHD appears to be safe and well tolerated. Most of the adverse events reported in the randomised controlled trials are mild and transient. Decreased appetite, growth decrease and the impact on sleep (insomnia for stimulants and somnolence for alpha2-agonists) are among the most common events. Concerns exist about cardiovascular and psychiatric AEs, even if the available evidence does not support an association with medications.; Pharmacoepidemiology*, Attention Deficit Disorder with Hyperactivity/*drug therapy, Central Nervous System Stimulants/*administration & dosage, Adolescent, Central Nervous System Stimulants/adverse effects, Child, Drug-Related Side Effects and Adverse Reactions/epidemiology, Humans, Randomized Controlled Trials as Topic, Amphetamines, atomoxetine, attention deficit hyperactivity disorder, drug-related side effects and adverse reactions, methylphenidate, pediatrics","Clavenna, Antonio & Bonati, Maurizio",0,276
277,"Safety of flibanserin in women treated with antidepressants: A randomized, placebo-controlled study","Background: Depression is often associated with sexual dysfunction, and pharmacologic treatment for hypoactive sexual desire disorder can be considered in women receiving treatment for depression. Aim: To evaluate the safety of flibanserin in women treated for depression with selective serotonin reuptake inhibitors or serotonin and norepinephrine reuptake inhibitors. Methods: In this double-blinded, randomized, placebo-controlled trial, women with remitted or mild depression treated with selective serotonin reuptake inhibitors or serotonin and norepinephrine reuptake inhibitors who were not postmenopausal and were experiencing symptoms of hypoactive sexual desire disorder (ie, decreased sexual desire and related distress) received flibanserin 50 mg at bedtime (qhs) for 2 weeks and up-titrated to 100 mg qhs, flibanserin 100 mg qhs for the entire treatment period, or placebo for up to 12 weeks. Outcomes: Safety assessment included adverse events and symptoms of depression and anxiety. Results: 73 patients were randomly assigned to flibanserin (both dose groups combined) and 38 to placebo. The sponsor terminated the study early at discontinuation of the development of flibanserin. Treatment duration was at least 8 weeks for 84.9% and 94.7% of patients in the flibanserin and placebo groups, respectively. The most common adverse events (incidence â‰¥ 2% in the flibanserin group and higher than that in the placebo group) included dry mouth (5.5% for flibanserin vs 2.6% for placebo), insomnia (5.5% vs 2.6%), back pain (4.1% vs 2.6%), and dizziness (4.1% vs 0.0%). There were no serious adverse events and no instances of suicidal ideation or behavior. The proportions of patients with symptom worsening in the flibanserin and placebo groups, respectively, were 6.9% and 21.6% for depression and 1.4% and 2.7% for anxiety. Remission of depression at study end point, as measured by the Quick Inventory of Depressive Symptomatologyâ€“Self Report, was experienced by 19.4% of flibanserin-treated patients and 10.8% of patients receiving placebo; remission of anxiety based on the Beck Anxiety Inventory was noted in 16.4% and 2.7% of patients, respectively. Clinical Implications: The results of this study support the safety of flibanserin in premenopausal women being treated with a serotonergic antidepressant. No increased risks were observed when adding flibanserin to a stable selective serotonin reuptake inhibitor or serotonin and norepinephrine reuptake inhibitor treatment regimen. Strengths and Limitations: This was a well-designed, randomized, placebo-controlled trial. The primary limitation was the early study discontinuation by the sponsor, which decreased the sample size and duration of treatment. Conclusion: In this small trial, flibanserin 100 mg qhs was generally safe and well tolerated in premenopausal women with mild or remitted depression taking a serotonergic antidepressant. (PsycINFO Database Record (c) 2018 APA, all rights reserved)Antidepressants, Flibanserin, Safety, hypoactive sexual desire disorder, depression, women, Antidepressant Drugs, Drug Therapy, Inhibited Sexual Desire, Serotonin Agonists, Serotonin Antagonists, Major Depression, Neurotransmitters, Safety, Side Effects (Drug)","Clayton, Anita H.; Croft, Harry A.; Yuan, James; Brown, Louise & Kissling, Robert",1,277
278,Suicide in panic disorder and depression,"Major depressive disorder is the most common diagnosis in patients who complete suicide. Researchers have attempted to identify factors predictive of suicidal risk in depressed patients. A principal source of information is the National Institute of Mental Health Collaborative Program on the Psychobiology of Depression. This 10-yr study, which included 954 patients with major affective disorder, found that panic attacks, severe psychic anxiety, global insomnia, moderate alcohol abuse, loss of pleasure or interest in life, and diminished concentration were predictive of suicide risk within the 1st yr after entry into the study. Hopelessness, suicidal ideation, and a previous suicide attempt were predictors of suicide after the 1st yr. Because of the particularly high risk of suicide associated with depression and symptoms of anxiety, the recognition and treatment of anxiety during the depressive episode is a particular challenge. (PsycINFO Database Record (c) 2012 APA, all rights reserved)panic disorder, incidence of & risk for completed & attempted suicide, patients with unipolar or bipolar depression or schizoaffective disorder, 10 yr study, conference presentation, Attempted Suicide, Major Depression, Panic Disorder, Suicide, Bipolar Disorder, Longitudinal Studies, Schizoaffective Disorder","Clayton, Paula I.",0,278
279,Self-harm in bipolar disorder: findings from a prospective clinical database,"Background: People with bipolar disorder may be at increased risk of suicidal behaviour but there are few prospective studies of self-harm in this group. Our aim was to describe the characteristics and outcome (in terms of repetition) for individuals with bipolar disorder who presented to hospital following self-harm.; Method: A nested case-control study was carried out using a large prospective self-harm database (1997-2010) in Manchester, UK. Characteristics of bipolar cases and non-bipolar controls were compared using conditional logistic regression, and outcomes were assessed via survival analyses.; Results: Bipolar cases (n=103) were more likely to repeat self-harm than controls (n=515): proportion with at least one repeat episode 58% vs. 25%, HR 3.08 (95% CI; 2.2-4.18). Previous self-harm, unemployment, contact with psychiatric services and sleep disturbance were all more common in cases than controls. Even after adjustment for known risk factors, the risk of repetition remained higher in the bipolar group (adjusted HR 1.68; 95% CI; 1.10-2.56).; Limitations: The study covers cases from hospital sites in Manchester, UK, and therefore only includes self-harm that was serious enough to present at hospital emergency departments.; Conclusion: People with bipolar disorder who self-harm have a higher risk of repetition than people who self-harm more generally. Adjusting for some known risk factors moderated, but did not abolish, this finding. Other factors, such as impulsivity, may also be important.; Copyright Â© 2014 Elsevier B.V. All rights reserved.Bipolar Disorder/*complications, Bipolar Disorder/*psychology, Self-Injurious Behavior/*complications, Self-Injurious Behavior/*psychology, Suicide/*psychology, Adult, Aged, Bipolar Disorder/epidemiology, Case-Control Studies, Databases, Factual, Female, Great Britain/epidemiology, Humans, Male, Middle Aged, Prospective Studies, Recurrence, Risk Factors, Self-Injurious Behavior/epidemiology, Suicide/statistics & numerical data, Survival Analysis, Young Adult, Bipolar disorder, Self-harm, Suicidal behaviour","Clements, Caroline; Jones, Steve; Morriss, Richard; Peters, Sarah; Cooper, Jayne; While, David & Kapur, Navneet",1,279
280,Atypical antipsychotic medication poisoning: an evidence-based consensus guideline for out-of-hospital management,"The objective of this guideline is to assist poison center personnel in the appropriate out-of-hospital triage and out-of-hospital management of patients with suspected acute ingestions of atypical antipsychotic medications by 1) describing the process by which an ingestion of an atypical antipsychotic medication might be evaluated, 2) identifying the key decision elements in managing cases of atypical antipsychotic medication ingestion, 3) providing clear and practical recommendations that reflect the current state of knowledge, and 4) identifying needs for research. This guideline applies to ingestion of atypical antipsychotic medications alone. Co-ingestion of additional substances could require different referral and management recommendations depending on the combined toxicities of the substances. This guideline is based on an assessment of current scientific and clinical information. The expert consensus panel recognizes that specific patient care decisions might be at variance with this guideline and are the prerogative of the patient and the health professionals providing care, considering all of the circumstances involved. This guideline does not substitute for clinical judgment. The grade of recommendation is in parentheses. 1) Patients with stated or suspected self-harm or the recipient of a potentially malicious administration of an atypical antipsychotic medication should be referred to an emergency department immediately. This activity should be guided by local poison center procedures. In general, this should occur regardless of the dose reported (Grade D). 2) Patients without evidence of self-harm should have further evaluation, including determination of the precise dose ingested, presence of signs or symptoms of toxicity, history of other medical conditions, and the presence of co-ingestants (Grade C). 3) Asymptomatic patients without evidence of attempted self-harm are unlikely to develop symptoms if the interval between the ingestion and the call is greater than 6 hours. These patients do not need referral and should receive follow-up based on local poison center protocols (Grade C). 4) All patients less than 12 years of age who are naÃ¯ve to atypical antipsychotic medications and are experiencing no more than mild drowsiness (lightly sedated and can be aroused with speaking voice or light touch) can be observed at home unless they have ingested more than four times the initial adult dose for the implicated antipsychotic medication or a dose that is equal to or more than the lowest reported acute dose that resulted in at least moderate toxicity, whichever dose is smaller (i.e., aripiprazole 15 mg, clozapine 50 mg, olanzapine 10 mg, quetiapine 100 mg, risperidone 1 mg, ziprasidone 80 mg) (Grade D). 5) All patients 12 years of age or older who are naÃ¯ve to atypical antipsychotic medications and are experiencing no more than mild drowsiness can be observed at home unless they have ingested more than five times the initial adult dose for the implicated antipsychotic medication (i.e., aripiprazole 50 mg, clozapine 62.5 mg, olanzapine 25 mg, quetiapine 125 mg, risperidone 5 mg, ziprasidone 100 mg) (Grade D). 6) Patients who use atypical antipsychotic medications on a chronic basis can be observed at home unless they have acutely ingested more than 5 times their current single dose (not daily dose) of the implicated antipsychotic medication (Grade C). 7) Patients who have ingested less than a threshold dose (see Recommendations 4-6) and are exhibiting no more than mild drowsiness can be observed at home with instructions to call the poison center if symptoms develop or worsen. If mild drowsiness is present at the time of the initial call, the poison center should make follow-up calls until at least 6 hours after ingestion. Consideration should be given to the time of day that home observation will take place. Observation during normal sleep hours might not be reliable. Depending on local poison center policy, patients could be referred to an emergency department if the observation would take place during normal sleeping hours of the patient or caretaker (Grade D). 8) Any patient already experiencing any signs or symptoms, other than mild drowsiness, thought to be related to atypical antipsychotic medication toxicity should be transported to an emergency department. Transportation via ambulance should be considered based on the condition of the patient and the length of time it will take the patient to arrive at the emergency department (Grade D). 9) Do not induce emesis (Grade D). 10) There are no specific data to suggest benefit from out-of-hospital administration of activated charcoal in patients exposed to atypical antipsychotic medications. Poison centers should follow local protocols and experience with the out-of-hospital use of activated charcoal in this context. Do not delay transportation in order to administer charcoal (Grade D). 11) For patients who merit evaluation in an emergency department, transportation via ambulance should be considered based on the condition of the patient and the length of time it will take the patient to arrive at the emergency department. Continuous cardiac monitoring should be implemented given reports of conduction disturbances associated with this class of medications. Provide usual supportive care en route to the hospital, including airway management and intravenous fluids for hypotension (Grade D). 12) Depending on the specific circumstances, follow-up calls should be made to determine outcome at appropriate intervals based on the clinical judgment of the poison center staff (Grade D).;Evidence-Based Medicine*, Ambulatory Care/*standards, Antipsychotic Agents/*poisoning, Poison Control Centers/*standards, Poisoning/*therapy, Humans, Practice Guidelines as Topic, Triage","Cobaugh, Daniel J; Erdman, Andrew R; Booze, Lisa L; Scharman, Elizabeth J; Christianson, Gwenn; Manoguerra, Anthony S; Caravati, E Martin; Chyka, Peter A; Woolf, Alan D; Nelson, Lewis S & Troutman, William G",0,280
