X,title,abstract,authors,Included,doi,ID
11,Personality and prosocial behavior: A theoretical framework and meta-analysis,"Decades of research document individual differences in prosocial behavior using controlled experiments that model social interactions in situations of interdependence. However, theoretical and empirical integration of the vast literature on the predictive validity of personality traits to account for these individual differences is missing. Here, we present a theoretical framework that identifies 4 broad situational affordances across interdependent situations (i.e., exploitation, reciprocity, temporal conflict, and dependence under uncertainty) and more specific subaffordances within certain types of interdependent situations (e.g., possibility to increase equality in outcomes) that can determine when, which, and how personality traits should be expressed in prosocial behavior. To test this framework, we meta-analyzed 770 studies reporting on 3,523 effects of 8 broad and 43 narrow personality traits on prosocial behavior in interdependent situations modeled in 6 commonly studied economic games (Dictator Game, Ultimatum Game, Trust Game, Prisoner’s Dilemma, Public Goods Game, and Commons Dilemma). Overall, meta-analytic correlations ranged between −.18 ≤ ρ̂ ≤ .26, and most traits yielding a significant relation to prosocial behavior had conceptual links to the affordances provided in interdependent situations, most prominently the possibility for exploitation. Moreover, for several traits, correlations within games followed the predicted pattern derived from a theoretical analysis of affordances. On the level of traits, we found that narrow and broad traits alike can account for prosocial behavior, informing the bandwidth-fidelity problem. In sum, the meta-analysis provides a theoretical foundation that can guide future research on prosocial behavior and advance our understanding of individual differences in human prosociality. ({PsycInfo} Database Record (c) 2020 {APA}, all rights reserved)","Thielmann, Isabel and Spadaro, Giuliana and Balliet, Daniel",0,,11
12,Religious residue: Cross-cultural evidence that religious psychology and behavior persist following deidentification,"More than 1 billion people worldwide report no religious affiliation. These religious 'nones' represent the world’s third largest religion-related identity group and are a diverse group, with some having previous religious identification and others never identifying as religious. We examined how 3 forms of religious identification—current, former, and never—influence a range of cognitions, emotions, and behavior. Three studies using nationally representative samples of religious Western (United States), secular Western (Netherlands, New Zealand) and Eastern (Hong Kong) cultures showed evidence of a religious residue effect: Formerly religious individuals (i.e., religious 'dones') differed from never religious and currently religious individuals in cognitive, emotional, and behavioral processes. Study 1 (n = 3,071) offered initial cross-cultural evidence, which was extended in a preregistered replication study that also included measures of charitable contribution (Study 2; n = 1,626). Study 3 (N = 31,604) found that individuals who deidentified were still relatively likely to engage in prosocial behavior (e.g., volunteering) after leaving religion. This research has broad implications for understanding changing global trends in religious identification and their consequences for psychology and behavior. ({PsycInfo} Database Record (c) 2021 {APA}, all rights reserved)","Van Tongeren, Daryl R. and {DeWall}, C. Nathan and Chen, Zhansheng and Sibley, Chris G. and Bulbulia, Joseph",0,,12
13,Follow the norm! Terror management theory and the influence of descriptive norms,"Terror management research shows that mortality salience ({MS}) increases people’s attempts to live up to cultural standards. However, as cultures value very different and sometimes even contradictory standards, it is often difficult to derive specific predictions. Previous research identified the salience of injunctive norms (norms based on moral prescriptions) as an important moderator. We tested whether the influence of {MS} also depended on the salience of descriptive norms, which refer to what most people actually do in a particular situation. We, indeed, found that only when showing people that fellow ingroup members were optimistic (as opposed to pessimistic) that Germany would win the soccer world championship, did {MS} increase participants’ tendency to likewise express optimism about the team. ({PsycINFO} Database Record (c) 2016 {APA}, all rights reserved)","Jonas, Eva and Fritsche, Immo",1,,13
14,"Fundamentalism as dogmatic belief, moral rigorism, and strong groupness across cultures: Dimensionality, underlying components, and related interreligious prejudice","Is fundamentalism universal across religious cultures? We investigated this issue by focusing on 3 questions: (a) the dimensionality of fundamentalism, as measured by the Religious Fundamentalism Scale (Altemeyer \& Hunsberger, 2004); (b) the very nature of fundamentalism as denoting dogmatic belief, moral rigorism, or strong groupness; and (c) interreligious prejudice as predicted uniquely, additively, or interactively by religiousness and sociocognitive rigidity. We collected data from 14 countries of Catholic, Protestant, Christian Orthodox, Buddhist, Jewish, and Muslim tradition, regrouped in 7 cultural-religious zones (N = 3,218 young adults). We measured fundamentalism, the 4 dimensions of religiousness (believing, bonding, behaving, and belonging), authoritarianism, existential quest, and interreligious prejudice—negative and discriminatory attitudes toward various religious outgroups and atheists. Across religious cultures, we found that: (a) the scale is unidimensional; (b) fundamentalism is best conceptualized as a combination of dogmatic belief (believing and low existential quest) and moral rigorism (behaving and authoritarianism) and occasionally as strong groupness (belonging and authoritarianism); (c) religious dimensions, additively to and interactively with, authoritarianism and low existential quest predict interreligious prejudice (in monotheistic cultures); and (d) anti-Muslim attitudes were the highest, but fundamentalism and religiousness related most strongly to antiatheist sentiments. ({PsycInfo} Database Record (c) 2020 {APA}, all rights reserved)","Saroglou, Vassilis and Clobert, Magali and Cohen, Adam B. and Johnson, Kathryn A. and Ladd, Kevin L. and Br and t, Pierre-Yves and Murken, Sebastian and Muñoz-García, Antonio and Adamovova, Lucia and Blogowska, Joanna and Çukur, Cem Safak and Hwang, Kwang-Kuo and Miglietta, Anna and Motti-Stefanidi, Frosso and Roussiau, Nicolas and Valladares, Javier Tapia",0,,14
15,A Social Identity Model of Pro-Environmental Action ({SIMPEA}),"Large-scale environmental crises are genuinely collective phenomena: they usually result from collective, rather than personal, behavior and how they are cognitively represented and appraised is determined by collectively shared interpretations (e.g., differing across ideological groups) and based on concern for collectives (e.g., humankind, future generations) rather than for individuals. Nevertheless, pro-environmental action has been primarily investigated as a personal decision-making process. We complement this research with a social identity perspective on pro-environmental action. Social identity is the human capacity to define the self in terms of 'We' instead of 'I,' enabling people to think and act as collectives, which should be crucial given personal insufficiency to appraise and effectively respond to environmental crises. We propose a Social Identity Model of Pro-Environmental Action ({SIMPEA}) of how social identity processes affect both appraisal of and behavioral responses to large-scale environmental crises. We review related and pertinent research providing initial evidence for the role of 4 social identity processes hypothesized in {SIMPEA}. Specifically, we propose that ingroup identification, ingroup norms and goals, and collective efficacy determine environmental appraisals as well as both private and public sphere environmental action. These processes are driven by personal and collective emotions and motivations that arise from environmental appraisal and operate on both a deliberate and automatic processing level. Finally, we discuss {SIMPEA}’s implications for the research agenda in environmental and social psychology and for interventions fostering pro-environmental action. ({PsycInfo} Database Record (c) 2020 {APA}, all rights reserved)","Fritsche, Immo and Barth, Markus and Jugert, Philipp and Masson, Torsten and Reese, Gerhard",0,,15
16,The role of religious fundamentalism and tightness-looseness in promoting collective narcissism and extreme group behavior,"The present study aims to understand the roles of religious fundamentalism and collective narcissism in predicting extreme behavior. It was hypothesized that religious fundamentalism may enhance collective narcissism and that this would in turn increase the tendency to endorse extreme behavior. It was also anticipated that perceptions of social tightness would moderate the indirect effect of religious fundamentalism on extreme behavior through collective narcissism. To test the hypotheses, we collected data from 787 members of Islamic religious groups in Indonesia (male = 457, female = 325); ages ranged from 17 to 52 (M = 25.14, {SD} = 8.49). Supporting the hypotheses, our findings demonstrated the validity of the expected pathways, confirming that it is important to consider the role of collective narcissism and tightness-looseness when studying relationships between religious fundamentalism and extreme behavior. Our findings demonstrate that when religious fundamentalists are able to see their cultural values in a loose way or more dynamics, they may become less narcissistic collective and less support for extreme behaviors. ({PsycInfo} Database Record (c) 2020 {APA}, all rights reserved)","Yustisia, Whinda and Putra, Idhamsyah Eka and Kavanagh, Christopher and Whitehouse, Harvey and Rufaedah, Any",0,,16
17,"The {COVID}-19 pandemic, authoritarianism, and rejection of sexual dissenters in Poland","In Poland, both, gender hierarchy restricting women’s sexuality and heteronormativity are rooted in traditional 'family values' supported by the teachings of the Polish Catholic Church and attached to Polish national identity. Dissenters to traditional norms regulating gender and sexual relations are rejected as a threat to social order and national unity. Latent growth curve modeling performed on data from a 3-wave longitudinal study indicated linear, interrelated increases in authoritarianism; a desire for national cohesion; and rejection of sexual dissenters in the nationally representative sample of Polish participants (N = 889) as the novel coronavirus ({COVID}-19) pandemic unfolded in Poland. Data were collected before and during the outbreak of the pandemic allowing us to link the changes in social attitudes to this naturally occurring threat. Cross-lagged panel analysis indicated that authoritarianism predicted desire for national cohesion, which resulted in rejection of dissenters. These results are in line with theoretical models of authoritarianism as a response to threat. They are also in line with findings linking death anxiety and the threat of infectious disease to increases in authoritarianism, traditional worldview defense, in-group cohesion and sexual restrictiveness. ({PsycInfo} Database Record (c) 2021 {APA}, all rights reserved)","Golec de Zavala, Agnieszka and Bierwiaczonek, Kinga and Baran, Tomasz and Keenan, Oliver and Hase, Adrian",0,,17
18,In the valley of the shadow of death: The existential benefits of imbuing life and death with meaning,"Religions have long offered existential security by making life meaningful and psychologically solving the problem of death. However, the mechanisms involved in such terror management processes have yet to be fully explored. In three studies, we examined how a meaningful life and a meaningful death serve the terror management function of managing the cognitive accessibility of death-related thoughts. Study 1 revealed that prompts that enhance the meaningfulness of life and death elicited greater religious/spiritual themes, which may provide some with the existential comfort of literal immortality. Study 2 revealed that imagining a meaningful life and death reduced the accessibility of death-related cognitions. In Study 3, we experimentally disambiguated meaning in life and death and found that imagining the combination of both living a meaningful life and preserving meaning beyond death attenuate death-thought accessibility. Given that religions offer adherents ways to find meaning in this life as well as preserve such meaning after death, implications for the psychology of religion are discussed. ({PsycInfo} Database Record (c) 2021 {APA}, all rights reserved)","Van Tongeren, Daryl R. and Green, Jeffrey D. and Richmond, Taylor",0,,18
19,Qualitative methods advancing research into the expression and experience of stigma in childhood and adolescence,"While research efforts are growing to understand stigmatizing responses to mental and physical health conditions, much of this work has focused on adults. Consequently, less is known about how such stigma is expressed or experienced in childhood and adolescence. This article argues that qualitative methods are particularly suited to work with young study participants to afford them the opportunity to express their views or share their experiences using flexible and creative means that encourage and facilitate meaningful involvement. Such methods, on their own or as part of a mixed-method design, have a wide application in research from exploratory work in generating a knowledge base and building theory to developing and evaluating interventions. As such, qualitative enquiry is in keeping with child-centered, participatory philosophies, as well as being pragmatically and scientifically valuable to the study of mental and physical health-related stigma in childhood. ({PsycInfo} Database Record (c) 2021 {APA}, all rights reserved)","Swords, Lorraine and Hennessy, Eilis and Heary, Caroline",0,,19
20,The effect of mortality salience on bodily scanning behaviors in anxiety-related disorders,"Accumulated empirical evidence suggests that death anxiety is strongly associated with multiple mental health conditions. Despite this, few studies have experimentally explored whether manipulating reminders of death could influence the symptoms of mental illnesses. The present, preregistered study used a mortality salience design to assess whether death reminders could increase anxious behavior (i.e., time spent scanning one’s body, identification with images consistent with poorer health, and intention to visit a medical practitioner) among individuals with relevant disorders. A total of 128 treatment-seeking participants with either a body scanning disorder (i.e., panic disorder, illness anxiety, or somatic symptom disorder) or a nonscanning disorder (i.e., depression) were randomly allocated to either a mortality salience or control condition. Following this, participants were presented with a series of images of various body parts, which purportedly predicted particular life outcomes, and asked to check their own body and select the image that most closely matched their own. As hypothesized, the results revealed that mortality salience produced an overall increase in all three anxiety-related behaviors. Further, mortality salience selectively increased scanning duration and identification with images indicating poorer health for individuals with a scanning disorder. This effect only occurred when participants were told the body part predicted a health-relevant outcome. In contrast, mortality salience increased intention to visit a medical specialist regardless of one’s disorder. The findings support theoretical predictions that death anxiety may have a causal role in multiple mental disorders. ({PsycInfo} Database Record (c) 2021 {APA}, all rights reserved)","Menzies, Rachel E. and Sharpe, Louise and Dar-Nimrod, Ilan",1,,20
21,Social context moderates the effects of quest for significance on violent extremism,"Quest for significance theory (Kruglanski et al., 2013; Kruglanski, Jasko, Chernikova, Dugas, \& Webber 2017) states that extreme behavior for an ideological cause is more likely under psychological conditions that induce a search for significance and social recognition. Two forms of motivation for significance have been identified; the quest for individual significance rooted in personal experiences and the quest for collective significance rooted in the perception that one’s social group is humiliated and/or disrespected. Whereas past research has demonstrated associations between both forms of quest for significance and political extremism, there is little understanding of the conditions that moderate those effects. In the present study, we tested the moderating role of belonging to radical versus nonradical social context. Four studies were conducted in three different cultural settings: Sri Lanka (Study 1, n = 335), Morocco (Study 2, n = 260), and Indonesia (Study 3, n = 379 and Study 4, n = 334). Each study compared the responses from participants residing in social contexts that were more or less radical. Radical social contexts were identified based either on participants’ belonging to known extremist organizations (Studies 1, 3, and 4) or residence within a locale that is a known hotbed for recruitment into terrorist organizations (Study 2). Across studies, we found evidence that radical social contexts strengthen the link between quest for significance—particularly collective significance—and support for political violence. ({PsycInfo} Database Record (c) 2020 {APA}, all rights reserved)","Jasko, Katarzyna and Webber, David and Kruglanski, Arie W. and Gelf and , Michele and Taufiqurrohman, Muh and Hettiarachchi, Malkanthi and Gunaratna, Rohan",0,,21
22,Extensions of the proteus effect on intergroup aggression in the real world,"Video game depictions of racial minorities are often stereotyped and likely to activate aggressive schema and behaviors. Using the theoretical framework of Proteus Effect, we manipulated the avatar race (White or Black) of main and enemy characters in a video game as well as the race of a partner in an aggressive behavior task. This allows for a more complete test of how mediated intergroup aggression translates to behavior in the real world. For White participants, a significant 3-way interaction between the race of the main character, enemy character, and real-world partner emerged. Specifically, participants were more aggressive toward White partners in intergroup conditions compared to same-race conditions. A similar pattern of results was found for motivations to harm the real-world partner. We discuss the possibility that violent intergroup scenarios in video games may influence aggression in some real-world situations. ({PsycInfo} Database Record (c) 2021 {APA}, all rights reserved)","Hawkins, Ian and Saleem, Muniba and Gibson, Bryan and Bushman, Brad J.",0,,22
23,Mortality salience and uncertainty threat among younger vs older adults,"How do older versus younger individuals respond differently to existential threats? Although age brings emotional benefits that promote greater meaningfulness, it remains unclear how age influences reminders of death. Both terror management theory ({TMT}) and alternative frameworks (uncertainty management model – {UMM}, the meaning-making model – {MMM}) posit that individuals respond defensively to threat, but most of such studies focused on college-aged populations. Several {TMT} studies across the lifespan reached equivocal findings, and to our knowledge, no experiments have tested {UMM}/{MMM} across age groups. We tested how existential threats (i.e., mortality, uncertainty) predict defensive psychological distancing in younger/older adults. We found that older, but not younger, adults showed less defensiveness after existential threat. ({PsycInfo} Database Record (c) 2020 {APA}, all rights reserved)","Ma-Kellams, Christine and Harrison, Ryan and Nguyen, My Ngoc",1,,23
24,The malleable morality of conspicuous consumption,"Conspicuous consumption has often been decried as immoral by many philosophers and scholars, yet it is ubiquitous and widely embraced. This research sheds light on the apparent paradox by proposing that the perceived morality of conspicuous consumption is malleable, contingent upon how different moral lenses highlight the different characteristics embedded in the behavior. Utilizing the Moral Foundations Theory, we demonstrate that the individualizing values (i.e., equality and welfare) make people focus on the self-enhancing characteristics of conspicuous consumption, making it seem morally objectionable. However, the binding values (i.e., deference to authority, in-group loyalty, and purity) make people focus on the social identity signaling characteristic of conspicuous consumption, making it seem morally permissible. First, an archival dataset shows that the prevalence of the different moral values predicts per-capita spending on luxury goods across different countries. Then, 6 studies (N = 2903) show that the trait endorsement and the momentary salience of the different moral foundations can influence the moral judgment of conspicuous consumption as well as the propensity to engage in conspicuous consumption. Further, analyses show that the effect of the binding values (individualizing values) is mediated by heightened sensitivity to the social identity signaling (self-enhancing) aspects of conspicuous consumption. Finally, the studies demonstrate that the effect is moderated by the extent of social visibility during consumption. Thus, this research suggests that some moral values can, somewhat paradoxically, increase conspicuous consumption. ({PsycINFO} Database Record (c) 2020 {APA}, all rights reserved)","Goenka, Shreyans and Thomas, Manoj",0,,24
25,"The mind, the heart, and the leader in times of crisis: How and when {COVID}-19-triggered mortality salience relates to state anxiety, job engagement, and prosocial behavior","Coronavirus disease 2019 ({COVID}-19) is a disruptive event devastating to the workplace and the global community. Drawing on terror management theory, we develop and test a model that explains how {COVID}-19-triggered mortality salience influences employees’ state anxiety and their responses at and outside work. We conducted an experience sampling method study using employees from an information technology firm in China when {COVID}-19 was surging there and two experiments using employees from a variety of industries in the United States when it became a new epicenter of the global outbreak. Results from 3 studies largely supported our theoretical hypotheses. Specifically, our research showed that mortality salience concerning {COVID}-19 was positively related to employees’ state anxiety (general anxiety in Study 1 and Study 2 and death-specific anxiety in Study 3). Our studies also found that servant leadership is particularly crucial in guiding employees with state anxiety associated with {COVID}-19 mortality salience to be engaged in their jobs and to contribute more to the broader community. Our findings offer timely, valuable implications for theory and practice. ({PsycInfo} Database Record (c) 2021 {APA}, all rights reserved)","Hu, Jia and He, Wei and Zhou, Kong",0,,25
26,Moral foundations and political orientation: Systematic review and meta-analysis,"We investigate the relationship of morality and political orientation by focusing on the influential results showing that liberals and conservatives rely on different moral foundations. We conducted a comprehensive literature search from major databases and other sources for primary studies that used the Moral Foundations Questionnaire and a typical measure of political orientation, a political self-placement item. We used a predefined process for independent extraction of effect sizes by two authors and ran both study-level and individual-level analyses. With 89 samples, 605 effect sizes, and 33,804 independent participants, in addition to 192,870 participants from the widely used {YourMorals}.org website, the basic differences about conservatives and liberals are supported. Yet, heterogeneity is moderate, and the results may be less generalizable across samples and political cultures than previously thought. The effect sizes obtained from the {YourMorals}.org data appear inflated compared with independent samples, which is partly related to political interest and may be because of self-selection. The association of moral foundations to political orientation varies culturally (between regions and countries) and subculturally (between White and Black respondents and in response to political interest). The associations also differ depending on the choice of the social or economic dimension and its labeling, supporting both the bidimensional model of political orientation and the findings that the dimensions are often strongly correlated. Our findings have implications for interpreting published studies, as well as designing new ones where the political aspect of morality is relevant. The results are primarily limited by the validity of the measures and the homogeneity of the included studies in terms of sample origins. ({PsycInfo} Database Record (c) 2021 {APA}, all rights reserved)","Kivikangas, J. Matias and Fernández-Castilla, Belén and Järvelä, Simo and Ravaja, Niklas and Lönnqvist, Jan-Erik",0,,26
